Reporting Economy,Product/Sector,2017,2018,2019,2020,2021,2022
Iceland,Clothing,3,4,5,6,8,6
India,Agricultural products,38833,38927,37371,38872,50490,54685
India,Fuels and mining products,47674,59987,55978,40591,75455,115338
India,Manufactures,205024,223265,229445,195416,268509,281920
India,Iron and steel,13905,12147,12064,12562,23610,18399
India,Chemicals,40916,50071,53104,52693,62291,65221
India,Pharmaceuticals,14276,15755,17859,20030,21012,21521
India,Machinery and transport equipment,49071,57014,61678,50630,68289,80796
India,Office and telecom equipment,2439,3686,6366,5712,8961,13298
India,Electronic data processing and office equipment,1013,997,1261,1120,1912,1415
India,Telecommunications equipment,973,2144,4300,3992,6129,10484
India,Integrated circuits and electronic components,452,544,805,599,920,1399
India,Transport equipment,25284,26453,27238,20577,27068,28571
India,Automotive products,13651,15397,14704,10533,14753,16876
India,Textiles,17078,18115,17189,15042,22233,19330
India,Clothing,18313,16552,17160,12973,16150,17641
Indonesia,Agricultural products,49293,46033,43192,46858,65099,70540
Indonesia,Fuels and mining products,46917,54393,43238,34597,60796,95682
Indonesia,Manufactures,70662,77704,77622,76070,104003,124595
Indonesia,Iron and steel,3752,6369,7839,11222,21372,28424
Indonesia,Chemicals,9708,11230,10453,9743,13419,15824
Indonesia,Pharmaceuticals,576,565,572,610,572,657
Indonesia,Machinery and transport equipment,21566,22627,23250,21416,26981,33856
Indonesia,Office and telecom equipment,5221,5387,5257,5689,7006,7892
Indonesia,Electronic data processing and office equipment,2427,2216,1970,2096,2450,2279
Indonesia,Telecommunications equipment,2115,2474,2733,3055,3857,5080
Indonesia,Integrated circuits and electronic components,679,698,553,539,699,532
Indonesia,Transport equipment,8264,9027,9842,7958,10024,13640
Indonesia,Automotive products,6043,6378,6544,5028,6276,8726
Indonesia,Textiles,4043,4008,3694,2867,3474,3186
Indonesia,Clothing,8214,8928,8597,7548,9351,10076
Iran,Agricultural products,6349,6728,5721,6282,5726,5048
Iran,Fuels and mining products,54369,62956,22775,9534,28974,44335
Iran,Manufactures,19218,22622,17589,15007,23564,25337
Iran,Iron and steel,2957,4460,4410,3717,7124,6751
Iran,Chemicals,10830,11729,8400,7653,12217,13803
Iran,Pharmaceuticals,183,156,104,109,111,102
Iran,Machinery and transport equipment,1096,1471,1340,745,1064,1184
Iran,Office and telecom equipment,37,58,9,4,9,6
Iran,Electronic data processing and office equipment,2,10,4,1,0,1
Iran,Telecommunications equipment,35,47,5,3,9,5
Iran,Integrated circuits and electronic components,0,1,1,0,0,0
Iran,Transport equipment,124,662,624,105,148,118
Iran,Automotive products,97,124,125,82,99,80
Iran,Textiles,1050,1168,577,492,545,535
Iran,Clothing,59,69,66,109,105,78
Iraq,Agricultural products,130,126,130,115,1006,544
Iraq,Fuels and mining products,59730,84218,86245,44246,84069,128519
Iraq,Manufactures,71,51,102,83,307,657
Iraq,Chemicals,15,23,25,21,39,55
Ireland,Agricultural products,15174,15657,15734,15550,17435,18653
Ireland,Fuels and mining products,2830,3155,2609,2093,2893,3807
Ireland,Manufactures,118696,145095,150434,161661,169786,190187
Ireland,Iron and steel,198,217,206,183,247,266
Ireland,Chemicals,76567,101211,103988,116687,116816,136201
Ireland,Pharmaceuticals,40049,54562,55439,70922,74091,83219
Ireland,Machinery and transport equipment,23310,22971,26011,25646,29352,28628
Ireland,Office and telecom equipment,10629,10836,14603,15135,17140,18237
Ireland,Electronic data processing and office equipment,4025,5046,5721,5480,4692,4984
Ireland,Telecommunications equipment,1163,1510,1550,1313,1172,1126
Ireland,Integrated circuits and electronic components,5441,4280,7333,8342,11276,12127
Ireland,Transport equipment,7355,6223,5278,4478,4456,2866
Ireland,Automotive products,304,328,361,351,389,419
Ireland,Textiles,173,187,176,181,212,173
Ireland,Clothing,301,270,270,248,318,467
Israel,Agricultural products,2330,2242,2229,2215,2546,2448
Israel,Fuels and mining products,1548,2117,1845,1948,3226,4881
Israel,Manufactures,56407,56781,53652,44791,52917,64269
Israel,Iron and steel,123,144,148,147,182,217
Israel,Chemicals,15929,15317,15599,13271,12640,18092
Israel,Pharmaceuticals,7323,5657,3002,1692,2145,3735
Israel,Machinery and transport equipment,16209,16668,16563,16039,18884,21554
Israel,Office and telecom equipment,6499,7142,5859,7304,8694,10447
Israel,Electronic data processing and office equipment,1961,1992,1683,1767,1876,1430
Israel,Telecommunications equipment,1632,1617,1806,2354,2689,8505
Israel,Integrated circuits and electronic components,2906,3533,2370,3184,4129,512
Israel,Transport equipment,3389,2593,2775,2444,2632,3332
Israel,Automotive products,114,149,145,119,141,125
Israel,Textiles,770,810,844,836,849,872
Israel,Clothing,137,125,110,133,144,159
Italy,Agricultural products,48566,51639,52186,54657,64497,66291
Italy,Fuels and mining products,28401,32616,30537,24277,38900,53891
Italy,Manufactures,421539,456158,443941,406251,498028,522775
Italy,Iron and steel,19436,22098,20204,16833,26566,29334
Italy,Chemicals,67886,73812,77487,79106,89543,103373
Italy,Pharmaceuticals,26950,29414,35451,37821,38421,49085
Italy,Machinery and transport equipment,184037,197679,186583,170925,206397,208912
Italy,Office and telecom equipment,9539,10860,10556,11069,12626,14149
Italy,Electronic data processing and office equipment,3188,3165,3179,3104,3534,3438
Italy,Telecommunications equipment,4332,5373,5158,5873,6648,7827
Italy,Integrated circuits and electronic components,2019,2322,2219,2093,2444,2883
Italy,Transport equipment,59838,63325,54031,48821,59562,60614
Italy,Automotive products,42243,43868,40016,35603,42334,41188
Italy,Textiles,12082,12758,11748,9729,11946,12523
Italy,Clothing,23383,25691,26737,22813,27796,28777
Jamaica,Agricultural products,343,336,359,369,421,437
Jamaica,Fuels and mining products,856,1523,1192,800,984,1352
Jamaica,Manufactures,104,97,95,77,69,107
Jamaica,Iron and steel,1,1,0,0,1,3
Jamaica,Chemicals,26,43,37,35,35,51
Jamaica,Pharmaceuticals,2,5,5,5,6,6
Jamaica,Machinery and transport equipment,34,20,30,15,15,24
Jamaica,Office and telecom equipment,14,5,10,6,7,5
Jamaica,Electronic data processing and office equipment,2,2,2,2,2,2
Jamaica,Telecommunications equipment,11,2,5,2,3,3
Jamaica,Integrated circuits and electronic components,0,1,3,2,2,0
Jamaica,Transport equipment,7,4,6,5,3,4
Jamaica,Automotive products,2,1,5,2,1,1
Jamaica,Textiles,0,0,0,0,0,1
Jamaica,Clothing,2,2,2,1,1,2
Japan,Agricultural products,11031,12004,11611,11633,14117,13474
Japan,Fuels and mining products,28299,31936,31104,27682,36758,43938
Japan,Manufactures,604390,641054,611026,552253,647958,621168
Japan,Iron and steel,29289,31176,28196,24129,34753,36037
Japan,Chemicals,71433,79045,78604,78938,94714,87959
Japan,Pharmaceuticals,4955,5846,6688,7805,7821,7769
Japan,Machinery and transport equipment,410704,433079,411202,364600,419566,403387
Japan,Office and telecom equipment,65548,65608,62064,57945,65532,62172
Japan,Electronic data processing and office equipment,19226,17590,15742,10990,12140,10652
Japan,Telecommunications equipment,8137,8044,7165,8872,9814,8480
Japan,Integrated circuits and electronic components,38184,39974,39158,38082,43579,43040
Japan,Transport equipment,184329,194951,188412,153697,168928,164618
Japan,Automotive products,150090,158421,152379,124677,138450,135249
Japan,Textiles,6523,6699,6585,5645,6242,5998
Japan,Clothing,592,648,714,698,867,918
Jordan,Agricultural products,1243,1222,1129,1159,1361,1503
Jordan,Fuels and mining products,531,641,690,571,819,1427
Jordan,Manufactures,5630,5864,6267,5732,7086,9399
Jordan,Iron and steel,47,60,67,67,212,173
Jordan,Chemicals,2151,2366,2542,2752,3560,4970
Jordan,Pharmaceuticals,670,669,637,619,615,644
Jordan,Machinery and transport equipment,943,832,906,541,623,758
Jordan,Office and telecom equipment,256,154,178,78,113,144
Jordan,Electronic data processing and office equipment,43,26,36,16,20,16
Jordan,Telecommunications equipment,188,121,130,51,41,36
Jordan,Integrated circuits and electronic components,25,7,12,11,52,92
Jordan,Transport equipment,380,311,417,190,174,149
Jordan,Automotive products,99,119,85,90,94,136
Jordan,Textiles,74,62,73,93,98,93
Jordan,Clothing,1565,1748,1937,1640,1806,2203
Kazakhstan,Agricultural products,2550,3236,3420,3418,3883,5656
Kazakhstan,Fuels and mining products,38378,49852,46302,35434,46257,64376
Kazakhstan,Manufactures,7374,7509,7586,7595,10133,14264
Kazakhstan,Iron and steel,4156,4155,3427,3198,4833,5487
Kazakhstan,Chemicals,2123,2174,2407,2592,2822,4103
Kazakhstan,Pharmaceuticals,28,35,60,59,66,74
Kazakhstan,Machinery and transport equipment,625,636,1147,1294,1909,3700
Kazakhstan,Office and telecom equipment,63,72,70,54,677,1573
Kazakhstan,Electronic data processing and office equipment,19,21,22,21,241,454
Kazakhstan,Telecommunications equipment,37,45,42,29,431,1096
Kazakhstan,Integrated circuits and electronic components,8,6,6,4,6,23
Kazakhstan,Transport equipment,209,172,610,795,617,930
Kazakhstan,Automotive products,54,50,115,202,275,582
Kazakhstan,Textiles,96,81,77,54,58,56
Kazakhstan,Clothing,15,18,13,10,16,24
Kenya,Agricultural products,3470,3568,3281,3616,3910,3989
Kenya,Fuels and mining products,630,708,743,716,667,537
Kenya,Manufactures,1634,1762,1796,1681,2158,2025
Kenya,Iron and steel,119,128,153,141,182,204
Kenya,Chemicals,460,508,490,516,618,609
Kenya,Pharmaceuticals,124,131,117,129,139,105
Kenya,Machinery and transport equipment,186,245,301,194,309,120
Kenya,Office and telecom equipment,24,21,25,20,21,9
Kenya,Electronic data processing and office equipment,6,7,9,11,8,4
Kenya,Telecommunications equipment,12,9,10,5,9,4
Kenya,Integrated circuits and electronic components,6,5,6,3,5,1
Kenya,Transport equipment,59,89,98,56,90,39
Kenya,Automotive products,41,67,65,30,46,23
Kenya,Textiles,42,41,45,53,44,37
Kenya,Clothing,315,340,342,310,391,401
Kiribati,Agricultural products,12,7,11,8,9,10
Kiribati,Fuels and mining products,1,1,0,0,0,0
Kiribati,Manufactures,2,0,1,1,0,1
Kiribati,Iron and steel,0,0,0,0,0,0
Kiribati,Chemicals,0,0,0,0,0,0
Kiribati,Pharmaceuticals,0,0,0,0,0,0
Kiribati,Machinery and transport equipment,1,0,1,1,0,1
Kiribati,Office and telecom equipment,0,0,0,0,0,0
Kiribati,Electronic data processing and office equipment,0,0,0,0,0,0
Kiribati,Telecommunications equipment,0,0,0,0,0,0
Kiribati,Integrated circuits and electronic components,0,0,0,0,0,0
Kiribati,Transport equipment,1,0,1,0,0,1
Kiribati,Automotive products,0,0,0,0,0,0
Kiribati,Textiles,0,0,0,0,0,0
Kiribati,Clothing,0,0,0,0,0,0
"Korea, Republic of",Agricultural products,12807,13336,12940,12913,15901,15363
"Korea, Republic of",Fuels and mining products,48155,61104,54453,38831,60325,85059
"Korea, Republic of",Manufactures,511364,528991,473185,457865,566297,580213
"Korea, Republic of",Iron and steel,25983,28064,26119,22242,30852,32468
"Korea, Republic of",Chemicals,70500,80677,73996,74187,101013,106170
"Korea, Republic of",Pharmaceuticals,3210,3801,4232,7197,8720,6984
"Korea, Republic of",Machinery and transport equipment,339013,347535,310027,303324,368986,360423
"Korea, Republic of",Office and telecom equipment,145032,169888,134406,141586,179981,165301
"Korea, Republic of",Electronic data processing and office equipment,29748,33455,35770,35552,40954,37614
"Korea, Republic of",Telecommunications equipment,14133,11455,9223,7859,11410,10479
"Korea, Republic of",Integrated circuits and electronic components,101151,124978,89413,98175,127617,117207
"Korea, Republic of",Transport equipment,111712,90442,91310,80523,97393,101308
"Korea, Republic of",Automotive products,64110,63351,65161,55822,68971,77091
"Korea, Republic of",Textiles,9855,9814,9135,7744,8678,8299
"Korea, Republic of",Clothing,2026,2105,1932,1920,2208,2195
"Kuwait, the State of",Agricultural products,699,676,422,405,389,363
"Kuwait, the State of",Fuels and mining products,49670,65511,58784,35925,57966,95868
"Kuwait, the State of",Manufactures,4409,5613,5042,3736,4683,4841
"Kuwait, the State of",Iron and steel,78,77,94,125,226,130
"Kuwait, the State of",Chemicals,2340,3307,2596,1924,2327,3793
"Kuwait, the State of",Pharmaceuticals,42,35,44,35,28,8
"Kuwait, the State of",Machinery and transport equipment,1329,1537,1630,1214,1532,499
"Kuwait, the State of",Office and telecom equipment,148,150,95,82,99,12
"Kuwait, the State of",Electronic data processing and office equipment,50,30,19,18,18,2
"Kuwait, the State of",Telecommunications equipment,96,117,76,63,78,10
"Kuwait, the State of",Integrated circuits and electronic components,2,3,0,1,3,0
"Kuwait, the State of",Transport equipment,979,1133,1156,877,1159,382
"Kuwait, the State of",Automotive products,890,798,1087,799,1052,28
"Kuwait, the State of",Textiles,12,22,26,12,9,3
"Kuwait, the State of",Clothing,48,38,75,33,58,24
Kyrgyz Republic,Agricultural products,246,239,300,280,343,455
Kyrgyz Republic,Fuels and mining products,304,422,396,273,447,457
Kyrgyz Republic,Manufactures,505,497,442,316,534,1249
Kyrgyz Republic,Iron and steel,17,15,16,10,27,59
Kyrgyz Republic,Chemicals,23,22,35,25,26,38
Kyrgyz Republic,Pharmaceuticals,1,1,2,1,7,1
Kyrgyz Republic,Machinery and transport equipment,212,140,107,96,171,300
Kyrgyz Republic,Office and telecom equipment,4,5,4,5,61,104
Kyrgyz Republic,Electronic data processing and office equipment,1,1,1,4,4,9
Kyrgyz Republic,Telecommunications equipment,2,1,2,1,56,94
Kyrgyz Republic,Integrated circuits and electronic components,1,3,1,0,0,1
Kyrgyz Republic,Transport equipment,149,85,65,53,70,112
Kyrgyz Republic,Automotive products,59,47,44,26,52,80
Kyrgyz Republic,Textiles,5,4,11,4,14,256
Kyrgyz Republic,Clothing,119,152,103,56,63,195
Lao People's Democratic Republic,Agricultural products,1208,1486,1851,1953,2105,2990
Lao People's Democratic Republic,Fuels and mining products,2497,2690,2467,1658,2372,2425
Lao People's Democratic Republic,Manufactures,1027,1231,1299,1018,1726,2409
Lao People's Democratic Republic,Iron and steel,1,0,2,7,24,21
Lao People's Democratic Republic,Chemicals,168,253,312,251,264,805
Lao People's Democratic Republic,Pharmaceuticals,0,0,0,0,0,1
Lao People's Democratic Republic,Machinery and transport equipment,470,531,438,301,287,273
Lao People's Democratic Republic,Office and telecom equipment,383,444,346,228,213,219
Lao People's Democratic Republic,Electronic data processing and office equipment,25,30,21,18,34,53
Lao People's Democratic Republic,Telecommunications equipment,357,413,325,210,179,165
Lao People's Democratic Republic,Integrated circuits and electronic components,1,0,0,0,0,1
Lao People's Democratic Republic,Transport equipment,28,21,11,7,8,8
Lao People's Democratic Republic,Automotive products,19,19,7,5,4,4
Lao People's Democratic Republic,Textiles,6,9,11,10,11,17
Lao People's Democratic Republic,Clothing,180,190,208,190,200,257
Latvia,Agricultural products,4270,4870,5138,5380,6474,7624
Latvia,Fuels and mining products,976,1144,973,855,1880,3301
Latvia,Manufactures,8641,9951,9375,9850,12266,12756
Latvia,Iron and steel,429,517,438,385,689,322
Latvia,Chemicals,1302,1460,1450,1529,2179,2375
Latvia,Pharmaceuticals,493,541,558,521,699,724
Latvia,Machinery and transport equipment,3360,4000,3540,3851,4283,4617
Latvia,Office and telecom equipment,1197,1232,1246,1589,1645,1548
Latvia,Electronic data processing and office equipment,170,208,216,273,301,313
Latvia,Telecommunications equipment,988,992,985,1265,1201,1111
Latvia,Integrated circuits and electronic components,39,32,45,50,144,124
Latvia,Transport equipment,849,995,930,825,933,1072
Latvia,Automotive products,651,767,726,610,755,855
Latvia,Textiles,289,288,277,275,319,324
Latvia,Clothing,256,275,308,299,332,325
Lebanese Republic,Agricultural products,696,647,631,722,1019,782
Lebanese Republic,Fuels and mining products,314,333,283,260,414,402
Lebanese Republic,Manufactures,1400,1678,1674,1717,2308,2419
Lebanese Republic,Iron and steel,7,7,7,10,18,19
Lebanese Republic,Chemicals,422,498,477,395,426,715
Lebanese Republic,Pharmaceuticals,53,57,58,49,41,45
Lebanese Republic,Machinery and transport equipment,338,342,409,512,572,583
Lebanese Republic,Office and telecom equipment,25,19,26,27,23,37
Lebanese Republic,Electronic data processing and office equipment,12,10,14,15,10,14
Lebanese Republic,Telecommunications equipment,8,6,8,9,11,14
Lebanese Republic,Integrated circuits and electronic components,5,4,4,3,3,9
Lebanese Republic,Transport equipment,38,46,62,191,262,230
Lebanese Republic,Automotive products,16,16,13,137,234,213
Lebanese Republic,Textiles,21,18,20,20,24,25
Lebanese Republic,Clothing,46,35,30,33,26,29
Lesotho,Agricultural products,131,107,115,130,161,178
Lesotho,Fuels and mining products,3,11,2,2,2,2
Lesotho,Manufactures,585,764,777,705,771,714
Lesotho,Iron and steel,0,0,0,0,0,0
Lesotho,Chemicals,2,2,3,3,3,3
Lesotho,Pharmaceuticals,0,0,1,1,1,0
Lesotho,Machinery and transport equipment,69,79,68,46,79,65
Lesotho,Office and telecom equipment,17,20,12,5,5,4
Lesotho,Electronic data processing and office equipment,0,0,0,0,0,0
Lesotho,Telecommunications equipment,17,20,12,5,5,4
Lesotho,Integrated circuits and electronic components,1,0,0,0,0,0
Lesotho,Transport equipment,6,8,6,4,10,4
Lesotho,Automotive products,5,6,5,3,9,3
Lesotho,Textiles,36,53,49,32,60,65
Lesotho,Clothing,436,479,469,344,449,394
Libya,Agricultural products,63,60,38,31,37,63
Libya,Fuels and mining products,18183,28858,27507,7585,32835,36854
Libya,Manufactures,204,295,186,225,439,631
Libya,Iron and steel,76,138,103,158,212,239
Libya,Chemicals,91,112,47,15,200,313
Libya,Pharmaceuticals,0,0,0,0,0,0
Libya,Machinery and transport equipment,30,29,25,48,22,64
Libya,Office and telecom equipment,0,0,13,0,0,0
Libya,Electronic data processing and office equipment,0,0,0,0,0,0
Libya,Telecommunications equipment,0,0,0,0,0,0
Libya,Integrated circuits and electronic components,0,0,13,0,0,0
Libya,Transport equipment,15,2,2,19,4,59
Libya,Automotive products,15,2,1,0,0,0
Libya,Textiles,1,0,1,0,0,0
Libya,Clothing,0,0,0,0,0,0
Lithuania,Agricultural products,6000,6515,6736,7564,8029,9249
Lithuania,Fuels and mining products,4939,5663,5120,3053,5322,9011
Lithuania,Manufactures,18589,20876,21073,21838,27126,27982
Lithuania,Iron and steel,361,413,354,364,576,586
Lithuania,Chemicals,4291,5039,5068,5775,8010,7878
Lithuania,Pharmaceuticals,796,854,902,998,1079,1085
Lithuania,Machinery and transport equipment,6247,6769,7011,6899,7937,8486
Lithuania,Office and telecom equipment,1186,1148,1143,1295,1482,1555
Lithuania,Electronic data processing and office equipment,375,402,492,494,515,501
Lithuania,Telecommunications equipment,758,688,577,737,894,975
Lithuania,Integrated circuits and electronic components,54,58,74,63,74,78
Lithuania,Transport equipment,1568,1684,1981,1822,2388,3126
Lithuania,Automotive products,1159,1162,1426,1260,1657,2312
Lithuania,Textiles,642,706,696,736,789,834
Lithuania,Clothing,724,731,664,568,659,652
Luxembourg,Agricultural products,1575,1684,1539,1537,1691,1745
Luxembourg,Fuels and mining products,879,780,677,641,900,995
Luxembourg,Manufactures,12761,13538,13880,11395,13875,14374
Luxembourg,Iron and steel,2210,2603,2288,1795,2454,2666
Luxembourg,Chemicals,1872,1994,1778,1771,2120,2243
Luxembourg,Pharmaceuticals,383,317,155,151,193,145
Luxembourg,Machinery and transport equipment,4195,4540,5912,3979,4734,4695
Luxembourg,Office and telecom equipment,569,611,1913,267,375,324
Luxembourg,Electronic data processing and office equipment,238,90,114,97,136,106
Luxembourg,Telecommunications equipment,244,407,1720,110,185,150
Luxembourg,Integrated circuits and electronic components,87,114,79,60,55,68
Luxembourg,Transport equipment,1278,1310,1419,1344,1658,1534
Luxembourg,Automotive products,897,929,975,959,1088,1040
Luxembourg,Textiles,548,602,594,592,646,690
Luxembourg,Clothing,52,49,61,75,87,71
"Macao, China",Agricultural products,170,157,53,37,68,99
"Macao, China",Fuels and mining products,18,19,9,13,27,22
"Macao, China",Manufactures,799,942,928,943,1284,1200
"Macao, China",Iron and steel,1,1,1,0,2,2
"Macao, China",Chemicals,40,62,52,54,58,57
"Macao, China",Pharmaceuticals,14,5,2,0,0,0
"Macao, China",Machinery and transport equipment,213,338,304,223,355,326
"Macao, China",Office and telecom equipment,31,31,247,202,307,264
"Macao, China",Electronic data processing and office equipment,10,9,50,93,84,33
"Macao, China",Telecommunications equipment,12,11,194,106,181,213
"Macao, China",Integrated circuits and electronic components,9,12,2,4,42,18
"Macao, China",Transport equipment,10,9,10,2,9,17
"Macao, China",Automotive products,9,8,10,2,5,4
"Macao, China",Textiles,6,6,2,6,1,1
"Macao, China",Clothing,109,78,100,174,217,154
Madagascar,Agricultural products,1345,1388,1042,937,1042,1166
Madagascar,Fuels and mining products,736,856,805,384,896,1431
Madagascar,Manufactures,761,783,750,627,788,921
Madagascar,Iron and steel,0,0,1,1,1,1
Madagascar,Chemicals,66,104,81,87,114,117
Madagascar,Pharmaceuticals,1,1,0,5,6,6
Madagascar,Machinery and transport equipment,32,40,24,19,19,20
Madagascar,Office and telecom equipment,2,3,2,2,1,1
Madagascar,Electronic data processing and office equipment,0,1,0,1,0,0
Madagascar,Telecommunications equipment,1,1,1,1,1,0
Madagascar,Integrated circuits and electronic components,1,1,0,0,0,0
Madagascar,Transport equipment,8,8,10,7,8,7
Madagascar,Automotive products,1,2,1,3,1,1
Madagascar,Textiles,44,44,43,44,44,28
Madagascar,Clothing,535,497,496,391,491,577
Malawi,Agricultural products,770,776,834,717,914,683
Malawi,Fuels and mining products,3,5,4,5,10,11
Malawi,Manufactures,66,57,61,49,83,105
Malawi,Iron and steel,0,0,0,1,2,1
Malawi,Chemicals,11,9,13,11,13,28
Malawi,Pharmaceuticals,0,0,0,0,0,1
Malawi,Machinery and transport equipment,33,19,27,14,37,45
Malawi,Office and telecom equipment,1,0,3,1,3,2
Malawi,Electronic data processing and office equipment,0,0,3,0,1,1
Malawi,Telecommunications equipment,1,0,0,1,1,0
Malawi,Integrated circuits and electronic components,0,0,0,0,0,1
Malawi,Transport equipment,18,6,9,5,21,8
Malawi,Automotive products,15,4,8,4,7,7
Malawi,Textiles,4,3,4,6,6,3
Malawi,Clothing,1,2,3,1,0,0
Malaysia,Agricultural products,28642,26793,26345,27237,36577,41478
Malaysia,Fuels and mining products,42132,49586,43958,34847,51364,74359
Malaysia,Manufactures,144988,170178,167889,171147,210309,234747
Malaysia,Iron and steel,2821,3627,5092,5397,7012,7542
Malaysia,Chemicals,15101,18822,18628,16016,22726,24924
Malaysia,Pharmaceuticals,379,404,459,459,573,604
Malaysia,Machinery and transport equipment,95825,112670,107890,110398,131468,159174
Malaysia,Office and telecom equipment,69483,83959,78951,83117,99606,120145
Malaysia,Electronic data processing and office equipment,16392,16882,13057,12522,15110,14154
Malaysia,Telecommunications equipment,8444,8699,9070,8806,10655,81996
Malaysia,Integrated circuits and electronic components,44647,58378,56824,61788,73840,23995
Malaysia,Transport equipment,4061,4938,5075,4742,4275,4400
Malaysia,Automotive products,1607,1853,1979,1690,1948,2147
Malaysia,Textiles,1815,1931,1846,1630,2004,1980
Malaysia,Clothing,5078,5813,5729,9901,14538,5783
Maldives,Agricultural products,196,178,154,135,144,151
Maldives,Fuels and mining products,3,3,3,1,6,6
Maldives,Manufactures,0,1,0,0,1,1
Maldives,Iron and steel,0,0,0,0,0,0
Maldives,Chemicals,0,0,0,0,0,0
Maldives,Pharmaceuticals,0,0,0,0,0,0
Maldives,Machinery and transport equipment,0,1,0,0,0,1
Maldives,Office and telecom equipment,0,0,0,0,0,0
Maldives,Electronic data processing and office equipment,0,0,0,0,0,0
Maldives,Telecommunications equipment,0,0,0,0,0,0
Maldives,Integrated circuits and electronic components,0,0,0,0,0,0
Maldives,Transport equipment,0,0,0,0,0,0
Maldives,Automotive products,0,0,0,0,0,0
Maldives,Textiles,0,0,0,0,0,0
Maldives,Clothing,0,0,0,0,0,0
Mali,Agricultural products,399,743,752,530,562,572
Mali,Fuels and mining products,7,51,32,70,155,67
Mali,Manufactures,242,182,201,61,73,125
Mali,Iron and steel,6,3,26,1,0,1
Mali,Chemicals,112,89,76,8,7,13
Mali,Pharmaceuticals,5,11,9,5,2,8
Mali,Machinery and transport equipment,98,56,64,38,49,46
Mali,Office and telecom equipment,1,1,3,12,13,17
Mali,Electronic data processing and office equipment,0,0,1,1,1,1
Mali,Telecommunications equipment,1,1,3,6,4,4
Mali,Integrated circuits and electronic components,0,0,0,4,8,13
Mali,Transport equipment,71,20,26,10,17,8
Mali,Automotive products,13,17,16,8,3,7
Mali,Textiles,3,3,2,1,1,0
Mali,Clothing,0,1,0,1,1,2
Malta,Agricultural products,342,419,331,334,315,418
Malta,Fuels and mining products,499,501,438,100,250,199
Malta,Manufactures,1995,2236,2368,2388,2483,2615
Malta,Iron and steel,27,1,6,0,0,0
Malta,Chemicals,383,426,462,529,653,532
Malta,Pharmaceuticals,332,354,331,423,513,399
Malta,Machinery and transport equipment,1058,1113,1133,1063,994,1304
Malta,Office and telecom equipment,540,612,566,577,513,837
Malta,Electronic data processing and office equipment,17,17,18,16,15,15
Malta,Telecommunications equipment,7,15,12,21,15,15
Malta,Integrated circuits and electronic components,515,579,536,539,483,806
Malta,Transport equipment,148,141,211,194,139,86
Malta,Automotive products,13,4,2,3,7,8
Malta,Textiles,37,37,33,37,45,42
Malta,Clothing,8,17,27,25,19,19
Mauritania,Agricultural products,852,1102,1142,823,848,1067
Mauritania,Fuels and mining products,816,738,1099,1209,2068,1515
Mauritania,Manufactures,9,11,26,58,27,27
Mauritania,Iron and steel,1,0,0,0,1,9
Mauritania,Chemicals,8,10,25,33,4,4
Mauritania,Pharmaceuticals,0,0,0,0,0,0
Mauritania,Machinery and transport equipment,0,0,0,19,13,9
Mauritania,Office and telecom equipment,0,0,0,1,0,1
Mauritania,Electronic data processing and office equipment,0,0,0,0,0,1
Mauritania,Telecommunications equipment,0,0,0,1,0,0
Mauritania,Integrated circuits and electronic components,0,0,0,0,0,0
Mauritania,Transport equipment,0,0,0,5,2,1
Mauritania,Automotive products,0,0,0,1,1,0
Mauritania,Textiles,0,0,0,0,1,0
Mauritania,Clothing,0,0,0,0,0,0
Mauritius,Agricultural products,847,740,704,631,610,705
Mauritius,Fuels and mining products,41,35,37,37,54,64
Mauritius,Manufactures,1191,1205,1133,871,1007,1102
Mauritius,Iron and steel,4,1,1,2,1,2
Mauritius,Chemicals,94,96,86,80,84,106
Mauritius,Pharmaceuticals,34,35,32,25,35,47
Mauritius,Machinery and transport equipment,105,81,71,63,67,74
Mauritius,Office and telecom equipment,40,50,32,19,16,16
Mauritius,Electronic data processing and office equipment,6,7,10,6,5,6
Mauritius,Telecommunications equipment,32,41,20,12,10,8
Mauritius,Integrated circuits and electronic components,2,2,3,2,1,2
Mauritius,Transport equipment,30,12,15,13,27,18
Mauritius,Automotive products,3,2,2,3,2,2
Mauritius,Textiles,111,111,130,117,135,134
Mauritius,Clothing,608,620,549,395,415,426
Mexico,Agricultural products,33704,35753,38238,39788,47255,52149
Mexico,Fuels and mining products,31682,40032,34752,27913,39880,49810
Mexico,Manufactures,329094,358293,368436,330262,378686,444222
Mexico,Iron and steel,3523,4288,3674,3209,5409,6383
Mexico,Chemicals,13175,14020,13598,13341,15520,18361
Mexico,Pharmaceuticals,1328,1538,1450,1379,1805,2190
Mexico,Machinery and transport equipment,251701,276126,286272,253432,286612,337822
Mexico,Office and telecom equipment,66720,69676,69747,67570,73470,82535
Mexico,Electronic data processing and office equipment,25224,31238,34830,34296,37949,46333
Mexico,Telecommunications equipment,38664,35670,32069,29739,30632,34963
Mexico,Integrated circuits and electronic components,2833,2768,2848,3535,4889,1239
Mexico,Transport equipment,117843,130661,140143,115245,129248,141091
Mexico,Automotive products,108052,121781,127857,106456,117669,128996
Mexico,Textiles,2535,2664,2732,2858,3289,3545
Mexico,Clothing,4087,4233,4247,3557,4663,5560
"Moldova, Republic of",Agricultural products,1116,1151,1196,1048,1411,1901
"Moldova, Republic of",Fuels and mining products,47,48,37,52,112,670
