Reporting Economy,Product/Sector,2017,2018,2019,2020,2021,2022
Seychelles,Iron and steel,0,0,0,3,2,1
Seychelles,Chemicals,0,0,1,2,9,9
Seychelles,Pharmaceuticals,0,0,1,0,1,0
Seychelles,Machinery and transport equipment,103,94,89,10,25,14
Seychelles,Office and telecom equipment,2,1,0,2,4,2
Seychelles,Electronic data processing and office equipment,0,1,0,1,0,0
Seychelles,Telecommunications equipment,1,0,0,1,3,1
Seychelles,Integrated circuits and electronic components,0,0,0,0,0,0
Seychelles,Transport equipment,100,91,87,6,16,8
Seychelles,Automotive products,1,1,2,1,2,0
Seychelles,Textiles,0,0,0,1,1,1
Seychelles,Clothing,0,0,0,0,0,0
Sierra Leone,Agricultural products,112,113,196,160,195,154
Sierra Leone,Fuels and mining products,349,381,312,206,398,746
Sierra Leone,Manufactures,104,51,123,56,78,71
Sierra Leone,Iron and steel,0,0,0,0,0,1
Sierra Leone,Chemicals,3,2,1,1,3,3
Sierra Leone,Pharmaceuticals,1,0,0,0,2,2
Sierra Leone,Machinery and transport equipment,22,38,23,16,28,21
Sierra Leone,Office and telecom equipment,1,1,2,1,2,2
Sierra Leone,Electronic data processing and office equipment,0,1,1,1,1,1
Sierra Leone,Telecommunications equipment,1,0,1,0,1,1
Sierra Leone,Integrated circuits and electronic components,0,0,0,0,0,1
Sierra Leone,Transport equipment,11,21,6,3,14,5
Sierra Leone,Automotive products,9,20,3,3,6,2
Sierra Leone,Textiles,0,0,0,0,0,1
Sierra Leone,Clothing,1,0,1,1,1,2
Singapore,Agricultural products,11854,15774,15734,14442,16045,16650
Singapore,Fuels and mining products,51641,57615,50692,32901,51361,70565
Singapore,Manufactures,276546,300340,289590,289423,349672,376286
Singapore,Iron and steel,1810,2514,2136,1805,2128,2723
Singapore,Chemicals,50319,58161,53981,50936,59959,59487
Singapore,Pharmaceuticals,6990,9611,9074,9815,10805,10536
Singapore,Machinery and transport equipment,182840,198008,191235,197591,242356,266346
Singapore,Office and telecom equipment,120695,122750,115854,127539,161755,171315
Singapore,Electronic data processing and office equipment,19316,18195,16648,16772,20540,18727
Singapore,Telecommunications equipment,12991,13963,14908,15047,17594,17109
Singapore,Integrated circuits and electronic components,88388,90592,84298,95720,123620,135480
Singapore,Transport equipment,12134,14459,16325,10372,9337,12884
Singapore,Automotive products,2668,2921,2740,2313,2288,2423
Singapore,Textiles,684,706,633,748,823,844
Singapore,Clothing,1536,1541,1383,1144,1332,1473
Slovak Republic,Agricultural products,3817,4073,3956,4226,5223,6055
Slovak Republic,Fuels and mining products,4473,4669,4375,3663,5805,7942
Slovak Republic,Manufactures,74778,84362,80794,78189,92630,93774
Slovak Republic,Iron and steel,4215,4655,3708,3010,5985,5859
Slovak Republic,Chemicals,3678,4047,3739,3566,4732,5253
Slovak Republic,Pharmaceuticals,373,482,517,618,634,729
Slovak Republic,Machinery and transport equipment,49884,56642,55711,55289,62597,62509
Slovak Republic,Office and telecom equipment,13556,12967,11467,10812,12005,10676
Slovak Republic,Electronic data processing and office equipment,1349,1330,1353,1421,1687,1463
Slovak Republic,Telecommunications equipment,11890,11311,9878,9129,10045,8968
Slovak Republic,Integrated circuits and electronic components,317,326,236,261,273,246
Slovak Republic,Transport equipment,24661,30589,31384,32068,35392,35437
Slovak Republic,Automotive products,23638,29376,30141,30784,34032,33966
Slovak Republic,Textiles,838,873,829,736,888,912
Slovak Republic,Clothing,1208,1443,1359,1139,1334,1440
Slovenia,Agricultural products,2995,3474,3305,3306,4136,4628
Slovenia,Fuels and mining products,3354,4020,4037,2975,5165,8804
Slovenia,Manufactures,32017,36634,37543,38482,48024,56268
Slovenia,Iron and steel,1475,1719,1531,1382,2098,2539
Slovenia,Chemicals,5666,6592,8420,10836,13263,19440
Slovenia,Pharmaceuticals,3082,3652,5581,8067,9714,15475
Slovenia,Machinery and transport equipment,15618,17923,17556,16549,20663,21819
Slovenia,Office and telecom equipment,777,845,943,832,1516,1685
Slovenia,Electronic data processing and office equipment,242,224,211,192,260,276
Slovenia,Telecommunications equipment,401,512,591,448,1009,935
Slovenia,Integrated circuits and electronic components,134,109,140,192,246,474
Slovenia,Transport equipment,8393,9787,9588,8380,10312,10606
Slovenia,Automotive products,7691,8987,8716,7555,9268,9526
Slovenia,Textiles,734,793,734,679,803,820
Slovenia,Clothing,340,377,368,470,744,795
Solomon Islands,Agricultural products,445,531,414,344,350,308
Solomon Islands,Fuels and mining products,21,21,39,28,1,1
Solomon Islands,Manufactures,30,14,5,6,10,8
Solomon Islands,Iron and steel,0,0,0,0,0,0
Solomon Islands,Chemicals,0,0,0,0,0,0
Solomon Islands,Pharmaceuticals,0,0,0,0,0,0
Solomon Islands,Machinery and transport equipment,3,1,1,1,1,0
Solomon Islands,Office and telecom equipment,0,0,0,0,0,0
Solomon Islands,Electronic data processing and office equipment,0,0,0,0,0,0
Solomon Islands,Telecommunications equipment,0,0,0,0,0,0
Solomon Islands,Integrated circuits and electronic components,0,0,0,0,0,0
Solomon Islands,Transport equipment,1,0,0,0,0,0
Solomon Islands,Automotive products,0,0,0,0,0,0
Solomon Islands,Textiles,0,0,0,0,0,0
Solomon Islands,Clothing,0,0,0,0,0,0
South Africa,Agricultural products,11696,12350,11285,11814,13769,14970
South Africa,Fuels and mining products,31818,33482,33592,33635,56195,55584
South Africa,Manufactures,38670,41563,39407,32716,43761,45377
South Africa,Iron and steel,6226,6522,5531,4093,6414,6683
South Africa,Chemicals,6384,6931,6598,6456,8717,9018
South Africa,Pharmaceuticals,483,448,455,423,788,765
South Africa,Machinery and transport equipment,17597,19069,19347,15369,19617,20283
South Africa,Office and telecom equipment,1041,996,926,860,913,964
South Africa,Electronic data processing and office equipment,465,496,426,416,458,481
South Africa,Telecommunications equipment,434,420,418,392,379,420
South Africa,Integrated circuits and electronic components,143,79,82,53,76,62
South Africa,Transport equipment,11032,12015,12661,9265,11800,12162
South Africa,Automotive products,9707,10730,11336,8264,10495,10820
South Africa,Textiles,390,409,390,383,452,453
South Africa,Clothing,456,467,448,358,481,452
Spain,Agricultural products,57496,61005,61187,64166,74064,74581
Spain,Fuels and mining products,34076,39942,34995,24117,38480,55472
Spain,Manufactures,222146,237251,229822,211532,257594,276765
Spain,Iron and steel,9432,10703,9360,7854,12278,13329
Spain,Chemicals,42181,46090,45315,44317,61590,73351
Spain,Pharmaceuticals,12133,12375,13381,14517,21577,28972
Spain,Machinery and transport equipment,106100,111847,107703,97779,107611,110385
Spain,Office and telecom equipment,4031,4211,4382,4640,5302,5130
Spain,Electronic data processing and office equipment,1470,1473,1471,1551,1798,1613
Spain,Telecommunications equipment,2147,2249,2454,2530,2911,2867
Spain,Integrated circuits and electronic components,414,489,457,559,594,650
Spain,Transport equipment,68508,71179,68903,60442,64351,64736
Spain,Automotive products,57397,60381,56822,51360,53926,53136
Spain,Textiles,4525,4722,4483,4014,4983,4884
Spain,Clothing,14359,14907,15155,12403,15749,16660
Sri Lanka,Agricultural products,3281,3215,3087,2968,3526,3342
Sri Lanka,Fuels and mining products,384,473,424,327,320,371
Sri Lanka,Manufactures,7695,7971,8265,6628,8520,9126
Sri Lanka,Iron and steel,5,8,14,6,9,7
Sri Lanka,Chemicals,203,212,222,222,289,270
Sri Lanka,Pharmaceuticals,9,4,7,6,7,7
Sri Lanka,Machinery and transport equipment,894,541,532,397,702,696
Sri Lanka,Office and telecom equipment,62,19,16,11,10,9
Sri Lanka,Electronic data processing and office equipment,14,2,1,1,0,0
Sri Lanka,Telecommunications equipment,34,4,3,3,1,2
Sri Lanka,Integrated circuits and electronic components,13,13,12,8,8,6
Sri Lanka,Transport equipment,421,115,140,66,141,122
Sri Lanka,Automotive products,27,20,17,16,20,26
Sri Lanka,Textiles,309,331,365,425,461,450
Sri Lanka,Clothing,4988,5202,5469,4347,5385,5864
Sudan,Agricultural products,2050,2078,2025,1887,2089,2892
Sudan,Fuels and mining products,584,534,410,175,242,432
Sudan,Manufactures,91,91,125,151,380,147
Sudan,Iron and steel,0,0,0,0,0,0
Sudan,Chemicals,18,15,10,21,29,16
Sudan,Pharmaceuticals,1,1,1,1,1,0
Sudan,Machinery and transport equipment,0,56,114,130,177,18
Sudan,Office and telecom equipment,0,0,0,3,6,1
Sudan,Electronic data processing and office equipment,0,0,0,0,0,0
Sudan,Telecommunications equipment,0,0,0,0,0,0
Sudan,Integrated circuits and electronic components,0,0,0,3,6,1
Sudan,Transport equipment,0,48,113,126,151,4
Sudan,Automotive products,0,13,52,9,18,1
Sudan,Textiles,1,0,0,0,0,0
Sudan,Clothing,0,1,0,0,1,0
Suriname,Agricultural products,133,362,325,245,225,224
Suriname,Fuels and mining products,146,7,7,5,91,213
Suriname,Manufactures,46,27,26,113,118,258
Suriname,Iron and steel,0,0,0,0,1,6
Suriname,Chemicals,7,1,1,5,9,13
Suriname,Pharmaceuticals,0,0,0,0,0,0
Suriname,Machinery and transport equipment,23,16,11,97,93,188
Suriname,Office and telecom equipment,1,0,1,1,2,2
Suriname,Electronic data processing and office equipment,0,0,0,0,0,0
Suriname,Telecommunications equipment,1,0,1,0,2,2
Suriname,Integrated circuits and electronic components,0,0,0,0,0,0
Suriname,Transport equipment,7,1,5,8,26,40
Suriname,Automotive products,1,0,1,0,2,13
Suriname,Textiles,0,0,0,0,0,0
Suriname,Clothing,1,1,1,0,0,0
Sweden,Agricultural products,15640,17097,16451,16969,21142,21526
Sweden,Fuels and mining products,17814,20809,18004,15303,25329,32440
Sweden,Manufactures,117139,125856,124045,120897,140672,141674
Sweden,Iron and steel,6996,7544,7401,6073,8358,9199
Sweden,Chemicals,19130,20341,21739,23052,25928,28355
Sweden,Pharmaceuticals,8535,9432,11103,12447,11677,13766
Sweden,Machinery and transport equipment,61833,67610,65031,61455,71596,69522
Sweden,Office and telecom equipment,9240,9437,9644,9816,10804,10202
Sweden,Electronic data processing and office equipment,2263,2509,2365,2305,2697,2526
Sweden,Telecommunications equipment,6673,6601,6922,7134,7548,6975
Sweden,Integrated circuits and electronic components,304,327,358,377,559,701
Sweden,Transport equipment,25759,29157,28331,24575,28861,28331
Sweden,Automotive products,23234,26459,25267,22129,25952,25380
Sweden,Textiles,932,907,893,949,1099,1017
Sweden,Clothing,1949,2053,2383,2698,3235,3280
Switzerland,Agricultural products,9517,9953,9838,10032,11303,10972
Switzerland,Fuels and mining products,6975,8186,8471,8301,12543,17537
Switzerland,Manufactures,212443,225697,230792,226875,267609,269573
Switzerland,Iron and steel,1697,1872,1460,1216,1846,2089
Switzerland,Chemicals,100121,106767,115430,125018,144390,142176
Switzerland,Pharmaceuticals,71712,76867,84892,90210,102867,99327
Switzerland,Machinery and transport equipment,41845,43237,41567,38520,43981,44147
Switzerland,Office and telecom equipment,3434,3605,3568,3446,3799,3864
Switzerland,Electronic data processing and office equipment,1133,1213,1260,1223,1317,1168
Switzerland,Telecommunications equipment,1095,924,904,885,896,1947
Switzerland,Integrated circuits and electronic components,1206,1468,1404,1337,1587,748
Switzerland,Transport equipment,6009,5810,6239,5378,6353,6061
Switzerland,Automotive products,2243,2408,2219,1994,2342,2164
Switzerland,Textiles,1197,1226,1120,1104,1106,1106
Switzerland,Clothing,2063,2563,2676,2812,3118,2954
Tajikistan,Agricultural products,156,193,175,172,252,271
Tajikistan,Fuels and mining products,664,710,543,397,693,1158
Tajikistan,Manufactures,163,164,174,148,180,186
Tajikistan,Iron and steel,4,6,8,4,16,9
Tajikistan,Chemicals,3,8,9,6,13,17
Tajikistan,Pharmaceuticals,0,0,0,0,0,0
Tajikistan,Machinery and transport equipment,41,21,23,10,19,18
Tajikistan,Office and telecom equipment,3,0,1,1,3,3
Tajikistan,Electronic data processing and office equipment,1,0,0,0,0,0
Tajikistan,Telecommunications equipment,2,0,1,0,3,2
Tajikistan,Integrated circuits and electronic components,0,0,0,0,0,0
Tajikistan,Transport equipment,26,9,16,5,9,10
Tajikistan,Automotive products,10,9,10,4,6,7
Tajikistan,Textiles,38,39,42,41,54,59
Tajikistan,Clothing,20,20,17,18,20,23
Tanzania,Agricultural products,1827,849,1733,1865,2189,2192
Tanzania,Fuels and mining products,146,82,163,496,315,623
Tanzania,Manufactures,663,2702,892,756,953,1096
Tanzania,Iron and steel,25,90,66,58,77,98
Tanzania,Chemicals,152,273,175,214,255,272
Tanzania,Pharmaceuticals,1,56,4,8,3,2
Tanzania,Machinery and transport equipment,37,797,131,86,92,100
Tanzania,Office and telecom equipment,3,96,5,5,5,9
Tanzania,Electronic data processing and office equipment,1,28,2,2,2,6
Tanzania,Telecommunications equipment,1,63,2,2,1,3
Tanzania,Integrated circuits and electronic components,0,5,1,1,2,1
Tanzania,Transport equipment,12,178,66,43,44,41
Tanzania,Automotive products,5,111,42,27,35,29
Tanzania,Textiles,120,19,103,85,115,131
Tanzania,Clothing,60,4,31,15,20,32
Thailand,Agricultural products,43748,44224,42982,41760,47389,52478
Thailand,Fuels and mining products,11772,14728,12235,10487,16477,18548
Thailand,Manufactures,175260,189025,168590,164406,198895,205797
Thailand,Iron and steel,1828,2129,1601,1398,2366,2550
Thailand,Chemicals,22030,26538,24180,21496,28417,28152
Thailand,Pharmaceuticals,579,637,675,631,652,652
Thailand,Machinery and transport equipment,105827,111617,96235,98723,118060,123914
Thailand,Office and telecom equipment,38468,39664,33858,37316,42777,45531
Thailand,Electronic data processing and office equipment,19479,20478,17634,19433,22191,19609
Thailand,Telecommunications equipment,7569,7869,6505,7238,8432,20853
Thailand,Integrated circuits and electronic components,11420,11316,9718,10645,12155,5068
Thailand,Transport equipment,36551,39205,33321,30637,38565,39792
Thailand,Automotive products,28836,30900,26324,22348,30715,30189
Thailand,Textiles,3592,3727,3558,2988,3310,3459
Thailand,Clothing,3567,3830,3885,4628,5441,4093
Togo,Agricultural products,253,259,289,313,328,393
Togo,Fuels and mining products,147,261,241,154,211,425
Togo,Manufactures,432,485,481,507,540,528
Togo,Iron and steel,16,22,16,13,18,11
Togo,Chemicals,78,90,101,113,100,113
Togo,Pharmaceuticals,1,1,2,4,3,4
Togo,Machinery and transport equipment,81,89,89,100,126,97
Togo,Office and telecom equipment,1,1,1,1,1,2
Togo,Electronic data processing and office equipment,0,0,0,0,0,0
Togo,Telecommunications equipment,1,0,1,0,0,1
Togo,Integrated circuits and electronic components,0,0,0,0,0,1
Togo,Transport equipment,62,75,71,87,108,78
Togo,Automotive products,13,11,17,7,9,9
Togo,Textiles,45,39,35,28,33,34
Togo,Clothing,1,2,4,1,2,1
Tonga,Agricultural products,15,10,15,12,11,10
Tonga,Fuels and mining products,0,0,0,1,3,2
Tonga,Manufactures,2,3,3,2,1,3
Tonga,Iron and steel,0,0,0,0,0,0
Tonga,Chemicals,0,0,0,0,0,0
Tonga,Pharmaceuticals,0,0,0,0,0,0
Tonga,Machinery and transport equipment,1,2,1,1,1,1
Tonga,Office and telecom equipment,0,0,0,0,0,0
Tonga,Electronic data processing and office equipment,0,0,0,0,0,0
Tonga,Telecommunications equipment,0,0,0,0,0,0
Tonga,Integrated circuits and electronic components,0,0,0,0,0,0
Tonga,Transport equipment,0,1,0,0,0,1
Tonga,Automotive products,0,0,0,0,0,1
Tonga,Textiles,0,0,0,0,0,0
Tonga,Clothing,0,0,0,0,0,0
Tunisia,Agricultural products,1580,2099,1649,1933,1871,2239
Tunisia,Fuels and mining products,1105,1168,1087,1040,1433,1818
Tunisia,Manufactures,11514,12254,12196,10825,13384,14485
Tunisia,Iron and steel,64,115,158,147,332,300
Tunisia,Chemicals,1039,1051,1113,904,1391,1759
Tunisia,Pharmaceuticals,53,73,76,74,100,107
Tunisia,Machinery and transport equipment,5467,5548,5581,4978,5931,6162
Tunisia,Office and telecom equipment,799,679,675,669,752,876
Tunisia,Electronic data processing and office equipment,40,34,22,20,25,29
Tunisia,Telecommunications equipment,643,459,458,487,485,584
Tunisia,Integrated circuits and electronic components,117,186,194,163,242,263
Tunisia,Transport equipment,1075,1189,1232,1031,1084,1094
Tunisia,Automotive products,507,544,508,454,448,444
Tunisia,Textiles,342,346,353,466,463,433
Tunisia,Clothing,2252,2455,2271,1963,2263,2517
Uganda,Agricultural products,1766,1828,1611,1658,2008,2437
Uganda,Fuels and mining products,198,178,187,109,166,282
Uganda,Manufactures,520,564,505,560,759,857
Uganda,Iron and steel,85,107,84,88,124,121
Uganda,Chemicals,95,111,98,134,178,247
Uganda,Pharmaceuticals,15,23,14,28,38,83
Uganda,Machinery and transport equipment,122,98,95,87,126,196
Uganda,Office and telecom equipment,11,13,10,6,9,10
Uganda,Electronic data processing and office equipment,3,4,6,4,5,3
Uganda,Telecommunications equipment,6,5,4,2,3,4
Uganda,Integrated circuits and electronic components,1,4,0,0,1,3
Uganda,Transport equipment,81,56,58,58,78,122
Uganda,Automotive products,29,32,40,34,39,56
Uganda,Textiles,14,15,17,20,24,33
Uganda,Clothing,5,5,5,5,7,9
Ukraine,Agricultural products,18460,19478,22891,22931,27593,24256
Ukraine,Fuels and mining products,4880,5303,5644,6014,9515,4637
Ukraine,Manufactures,19682,22362,21274,20094,28459,15482
Ukraine,Iron and steel,9139,10596,9418,8224,13682,5239
Ukraine,Chemicals,1493,1729,1820,1934,2815,1487
Ukraine,Pharmaceuticals,196,219,251,269,302,239
Ukraine,Machinery and transport equipment,4818,5307,5330,5297,5971,4122
Ukraine,Office and telecom equipment,456,507,414,374,441,326
Ukraine,Electronic data processing and office equipment,50,45,44,206,110,111
Ukraine,Telecommunications equipment,354,402,330,130,288,142
Ukraine,Integrated circuits and electronic components,52,60,40,37,43,74
Ukraine,Transport equipment,632,726,933,822,752,388
Ukraine,Automotive products,115,132,129,127,164,114
Ukraine,Textiles,248,291,310,315,368,248
Ukraine,Clothing,521,563,539,465,494,441
United Arab Emirates,Agricultural products,7165,13044,14009,13964,15746,19045
United Arab Emirates,Fuels and mining products,72285,132631,223881,181802,233014,286788
United Arab Emirates,Manufactures,113692,129433,132349,110176,142567,173720
United Arab Emirates,Iron and steel,1693,2786,3007,3233,4605,5073
United Arab Emirates,Chemicals,9655,12586,13668,14783,19041,20209
United Arab Emirates,Pharmaceuticals,871,1372,1159,1572,2351,1975
United Arab Emirates,Machinery and transport equipment,54561,62908,64857,57626,67567,82380
United Arab Emirates,Office and telecom equipment,23214,27830,30967,30808,36402,39713
United Arab Emirates,Electronic data processing and office equipment,4700,7019,7447,8165,8898,10238
United Arab Emirates,Telecommunications equipment,18111,20102,22802,21970,26658,28774
United Arab Emirates,Integrated circuits and electronic components,404,709,718,674,846,702
United Arab Emirates,Transport equipment,18935,20408,18078,13550,15843,21339
United Arab Emirates,Automotive products,12345,12915,12161,9949,11552,15452
United Arab Emirates,Textiles,1892,1649,1687,1368,1831,2234
United Arab Emirates,Clothing,2483,2751,2786,2215,3372,4204
United Kingdom,Agricultural products,31734,33468,33146,30066,31330,34111
United Kingdom,Fuels and mining products,51658,65103,57940,50780,68683,92897
United Kingdom,Manufactures,326127,338492,336315,276694,298686,310501
United Kingdom,Iron and steel,5556,6203,5521,4691,6016,6765
United Kingdom,Chemicals,70708,70428,67438,66188,70148,73348
United Kingdom,Pharmaceuticals,33297,31096,28498,26001,27686,29506
United Kingdom,Machinery and transport equipment,169546,177734,172596,137614,151294,158445
United Kingdom,Office and telecom equipment,19587,20055,19528,17337,17598,18200
United Kingdom,Electronic data processing and office equipment,7831,8508,8373,7518,7820,7366
United Kingdom,Telecommunications equipment,7812,7700,7851,6645,6432,9161
United Kingdom,Integrated circuits and electronic components,3944,3848,3304,3174,3346,1673
United Kingdom,Transport equipment,82164,83139,77455,56241,60334,60450
United Kingdom,Automotive products,55309,56486,51819,36971,41091,41031
United Kingdom,Textiles,3755,3675,3587,3283,3227,3184
United Kingdom,Clothing,8542,9027,8999,7953,5558,4682
United States of America,Agricultural products,168588,171413,164803,170493,201572,222163
United States of America,Fuels and mining products,177683,238025,243141,201283,305067,440955
United States of America,Manufactures,1008054,1050445,1036401,915224,1079460,1196290
United States of America,Iron and steel,15934,15305,13204,10859,15067,18403
United States of America,Chemicals,206505,222221,224279,212346,269951,306509
United States of America,Pharmaceuticals,46937,50563,55780,56030,80054,85918
United States of America,Machinery and transport equipment,527511,541004,534875,471473,538016,584525
United States of America,Office and telecom equipment,149581,151681,148450,135524,152928,157323
United States of America,Electronic data processing and office equipment,52705,55798,52796,41420,46933,49896
United States of America,Telecommunications equipment,46825,44981,43030,41205,45129,47298
United States of America,Integrated circuits and electronic components,50051,50901,52624,52898,60865,60129
United States of America,Transport equipment,165646,166205,170884,136265,154244,169126
United States of America,Automotive products,134913,135473,139277,110388,125539,137707
United States of America,Textiles,13623,13822,13359,11377,13122,13775
United States of America,Clothing,5714,6046,5964,4835,6136,7161
Uruguay,Agricultural products,6141,5791,6176,5590,7425,9043
Uruguay,Fuels and mining products,183,117,109,112,572,202
Uruguay,Manufactures,1522,1578,1395,1162,1544,1940
Uruguay,Iron and steel,67,60,51,28,47,46
Uruguay,Chemicals,487,503,454,464,573,630
Uruguay,Pharmaceuticals,122,135,132,151,181,185
Uruguay,Machinery and transport equipment,230,276,242,193,286,563
Uruguay,Office and telecom equipment,15,13,12,9,7,9
Uruguay,Electronic data processing and office equipment,3,3,6,3,3,4
Uruguay,Telecommunications equipment,7,4,2,4,2,5
Uruguay,Integrated circuits and electronic components,5,5,4,3,2,0
Uruguay,Transport equipment,124,177,160,113,194,440
Uruguay,Automotive products,111,165,150,103,190,433
Uruguay,Textiles,32,30,28,28,32,30
Uruguay,Clothing,12,8,6,6,15,7
Uzbekistan,Agricultural products,1441,1425,1990,1782,1798,1957
Uzbekistan,Fuels and mining products,2592,3643,3752,1876,2830,2901
Uzbekistan,Manufactures,2608,2703,2860,3273,5004,5999
Uzbekistan,Iron and steel,140,306,92,89,114,191
Uzbekistan,Chemicals,686,670,597,547,844,1006
Uzbekistan,Pharmaceuticals,8,11,10,23,22,25
Uzbekistan,Machinery and transport equipment,352,204,378,445,689,982
Uzbekistan,Office and telecom equipment,11,12,18,22,23,82
Uzbekistan,Electronic data processing and office equipment,0,0,0,1,1,29
Uzbekistan,Telecommunications equipment,9,11,15,19,20,51
Uzbekistan,Integrated circuits and electronic components,2,1,2,1,2,2
Uzbekistan,Transport equipment,167,82,193,225,429,548
Uzbekistan,Automotive products,149,55,162,214,401,522
Uzbekistan,Textiles,835,967,1216,1372,2244,2229
Uzbekistan,Clothing,272,293,362,514,658,931
"Venezuela, Bolivarian Republic of",Agricultural products,23,29,30,29,45,46
"Venezuela, Bolivarian Republic of",Fuels and mining products,30644,29945,16796,4625,2947,4078
"Venezuela, Bolivarian Republic of",Manufactures,703,585,375,350,572,624
"Venezuela, Bolivarian Republic of",Iron and steel,130,99,89,143,149,152
"Venezuela, Bolivarian Republic of",Chemicals,448,367,215,148,333,362
"Venezuela, Bolivarian Republic of",Pharmaceuticals,0,0,1,0,1,0
"Venezuela, Bolivarian Republic of",Machinery and transport equipment,77,96,60,37,89,109
"Venezuela, Bolivarian Republic of",Office and telecom equipment,1,2,1,1,2,3
"Venezuela, Bolivarian Republic of",Electronic data processing and office equipment,0,0,0,0,0,0
"Venezuela, Bolivarian Republic of",Telecommunications equipment,1,1,1,0,1,3
"Venezuela, Bolivarian Republic of",Integrated circuits and electronic components,0,0,0,0,0,0
"Venezuela, Bolivarian Republic of",Transport equipment,50,70,34,27,87,17
"Venezuela, Bolivarian Republic of",Automotive products,2,1,1,0,0,0
"Venezuela, Bolivarian Republic of",Textiles,1,1,1,1,1,1
"Venezuela, Bolivarian Republic of",Clothing,0,0,0,0,0,0
Viet Nam,Agricultural products,30224,30390,29943,29647,33679,38123
Viet Nam,Fuels and mining products,7030,6686,6530,5637,7174,8689
Viet Nam,Manufactures,177569,202726,223652,243254,290003,318365
Viet Nam,Iron and steel,4026,5605,5213,6113,12889,9254
Viet Nam,Chemicals,4683,5827,6550,6770,9263,11250
Viet Nam,Pharmaceuticals,161,179,204,230,199,285
Viet Nam,Machinery and transport equipment,90031,102362,114436,134120,160831,176170
Viet Nam,Office and telecom equipment,71680,82466,92040,107685,126666,139100
Viet Nam,Electronic data processing and office equipment,7358,28364,29216,38355,46220,50757
Viet Nam,Telecommunications equipment,54973,43484,47376,50596,60690,66647
Viet Nam,Integrated circuits and electronic components,9349,10617,15448,18733,19756,21696
Viet Nam,Transport equipment,3732,4351,4490,4977,5807,6917
Viet Nam,Automotive products,1294,1429,1601,1725,2186,2436
Viet Nam,Textiles,7199,8228,9073,9798,11556,11024
Viet Nam,Clothing,25037,28896,30888,28065,30621,35298
Yemen,Agricultural products,259,15,23,29,35,32
Yemen,Fuels and mining products,2,554,625,371,626,641
Yemen,Manufactures,156,0,0,0,0,1
Yemen,Iron and steel,0,0,0,0,0,0
Yemen,Chemicals,12,0,0,0,0,0
Yemen,Pharmaceuticals,1,0,0,0,0,0
Yemen,Machinery and transport equipment,125,0,0,0,0,0
Yemen,Office and telecom equipment,0,0,0,0,0,0
Yemen,Electronic data processing and office equipment,0,0,0,0,0,0
Yemen,Telecommunications equipment,0,0,0,0,0,0
Yemen,Integrated circuits and electronic components,0,0,0,0,0,0
Yemen,Transport equipment,90,0,0,0,0,0
Yemen,Automotive products,71,0,0,0,0,0
Yemen,Textiles,1,0,0,0,0,0
Yemen,Clothing,0,0,0,0,0,0
Zambia,Agricultural products,642,636,613,670,847,1122
Zambia,Fuels and mining products,6398,7000,5254,6295,8092,9008
Zambia,Manufactures,888,1292,1096,885,1095,1474
Zambia,Iron and steel,83,91,90,100,224,339
Zambia,Chemicals,222,369,348,270,284,511
Zambia,Pharmaceuticals,0,0,4,1,1,2
Zambia,Machinery and transport equipment,162,204,212,154,168,199
Zambia,Office and telecom equipment,33,12,8,5,4,4
Zambia,Electronic data processing and office equipment,1,1,2,1,1,1
Zambia,Telecommunications equipment,31,9,4,2,1,2
Zambia,Integrated circuits and electronic components,1,1,2,2,2,1
Zambia,Transport equipment,24,39,43,40,37,48
Zambia,Automotive products,17,28,36,34,29,34
Zambia,Textiles,3,7,6,8,10,19
Zambia,Clothing,0,0,1,0,1,0
Zimbabwe,Agricultural products,1050,1170,1098,1051,1090,0
Zimbabwe,Fuels and mining products,1112,1255,1553,2011,2869,0
Zimbabwe,Manufactures,432,470,561,350,464,0
Zimbabwe,Iron and steel,282,251,232,144,309,0
Zimbabwe,Chemicals,14,17,17,15,15,0
Zimbabwe,Pharmaceuticals,2,3,3,2,3,0
Zimbabwe,Machinery and transport equipment,64,41,67,33,40,0
Zimbabwe,Office and telecom equipment,2,1,1,2,1,0
Zimbabwe,Electronic data processing and office equipment,1,0,1,1,0,0
Zimbabwe,Telecommunications equipment,1,0,0,1,0,0
Zimbabwe,Integrated circuits and electronic components,0,0,0,0,0,0
Zimbabwe,Transport equipment,14,11,27,11,7,0
Zimbabwe,Automotive products,6,3,4,3,3,0
Zimbabwe,Textiles,7,9,7,6,10,0
Zimbabwe,Clothing,11,16,13,10,11,0
