Indicator,  Merchandise exports by product group – annual (Million US dollar),,,,,,,
,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2017,2018,2019,2020,2021,2022
"Macao, China",SI3_AGG - MI - Fuels and mining products,World,18,19,9,13,27,22
"Macao, China",SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
"Macao, China",SI3_AGG - MA - Manufactures,World,799,942,928,943,1284,1200
"Macao, China",SI3_AGG - MAIS - Iron and steel,World,1,1,1,0,2,2
"Macao, China",SI3_AGG - MACH - Chemicals,World,40,62,52,54,58,57
"Macao, China",SI3_AGG - MACHPH - Pharmaceuticals,World,14,5,2,0,0,0
"Macao, China",SI3_AGG - MAMT - Machinery and transport equipment,World,213,338,304,223,355,326
"Macao, China",SI3_AGG - MAMTOF - Office and telecom equipment,World,31,31,247,202,307,264
"Macao, China",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,10,9,50,93,84,33
"Macao, China",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,12,11,194,106,181,213
"Macao, China",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,9,12,2,4,42,18
"Macao, China",SI3_AGG - MAMTTE - Transport equipment,World,10,9,10,2,9,17
"Macao, China",SI3_AGG - MAMTAU - Automotive products,World,9,8,10,2,5,4
"Macao, China",SI3_AGG - MATE - Textiles,World,6,6,2,6,1,1
"Macao, China",SI3_AGG - MACL - Clothing,World,109,78,100,174,217,154
Madagascar,SI3_AGG - TO - Total merchandise,World,2848,3110,2696,2026,2726,3609
Madagascar,SI3_AGG - AG - Agricultural products,World,1345,1388,1042,937,1042,1166
Madagascar,SI3_AGG - AGFO - Food,World,1281,1327,981,881,994,1124
Madagascar,SI3_AGG - MI - Fuels and mining products,World,736,856,805,384,896,1431
Madagascar,SI3_AGG - MIFU - Fuels,World,54,73,79,34,32,52
Madagascar,SI3_AGG - MA - Manufactures,World,761,783,750,627,788,921
Madagascar,SI3_AGG - MAIS - Iron and steel,World,0,0,1,1,1,1
Madagascar,SI3_AGG - MACH - Chemicals,World,66,104,81,87,114,117
Madagascar,SI3_AGG - MACHPH - Pharmaceuticals,World,1,1,0,5,6,6
Madagascar,SI3_AGG - MAMT - Machinery and transport equipment,World,32,40,24,19,19,20
Madagascar,SI3_AGG - MAMTOF - Office and telecom equipment,World,2,3,2,2,1,1
Madagascar,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,1,0,1,0,0
Madagascar,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,1,1,1,1,0
Madagascar,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,0,0,0,0
Madagascar,SI3_AGG - MAMTTE - Transport equipment,World,8,8,10,7,8,7
Madagascar,SI3_AGG - MAMTAU - Automotive products,World,1,2,1,3,1,1
Madagascar,SI3_AGG - MATE - Textiles,World,44,44,43,44,44,28
Madagascar,SI3_AGG - MACL - Clothing,World,535,497,496,391,491,577
Malawi,SI3_AGG - TO - Total merchandise,World,839,838,899,771,1009,800
Malawi,SI3_AGG - AG - Agricultural products,World,770,776,834,717,914,683
Malawi,SI3_AGG - AGFO - Food,World,756,764,824,710,903,676
Malawi,SI3_AGG - MI - Fuels and mining products,World,3,5,4,5,10,11
Malawi,SI3_AGG - MIFU - Fuels,World,1,1,1,1,0,0
Malawi,SI3_AGG - MA - Manufactures,World,66,57,61,49,83,105
Malawi,SI3_AGG - MAIS - Iron and steel,World,0,0,0,1,2,1
Malawi,SI3_AGG - MACH - Chemicals,World,11,9,13,11,13,28
Malawi,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,1
Malawi,SI3_AGG - MAMT - Machinery and transport equipment,World,33,19,27,14,37,45
Malawi,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,0,3,1,3,2
Malawi,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,3,0,1,1
Malawi,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,0,0,1,1,0
Malawi,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,1
Malawi,SI3_AGG - MAMTTE - Transport equipment,World,18,6,9,5,21,8
Malawi,SI3_AGG - MAMTAU - Automotive products,World,15,4,8,4,7,7
Malawi,SI3_AGG - MATE - Textiles,World,4,3,4,6,6,3
Malawi,SI3_AGG - MACL - Clothing,World,1,2,3,1,0,0
Malaysia,SI3_AGG - TO - Total merchandise,World,218130,247455,238195,234766,299425,352475
Malaysia,SI3_AGG - AG - Agricultural products,World,28642,26793,26345,27237,36577,41478
Malaysia,SI3_AGG - AGFO - Food,World,24011,22608,22264,23576,32287,37275
Malaysia,SI3_AGG - MI - Fuels and mining products,World,42132,49586,43958,34847,51364,74359
Malaysia,SI3_AGG - MIFU - Fuels,World,33537,38975,34685,26648,37246,60465
Malaysia,SI3_AGG - MA - Manufactures,World,144988,170178,167889,171147,210309,234747
Malaysia,SI3_AGG - MAIS - Iron and steel,World,2821,3627,5092,5397,7012,7542
Malaysia,SI3_AGG - MACH - Chemicals,World,15101,18822,18628,16016,22726,24924
Malaysia,SI3_AGG - MACHPH - Pharmaceuticals,World,379,404,459,459,573,604
Malaysia,SI3_AGG - MAMT - Machinery and transport equipment,World,95825,112670,107890,110398,131468,159174
Malaysia,SI3_AGG - MAMTOF - Office and telecom equipment,World,69483,83959,78951,83117,99606,120145
Malaysia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,16392,16882,13057,12522,15110,14154
Malaysia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,8444,8699,9070,8806,10655,81996
Malaysia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,44647,58378,56824,61788,73840,23995
Malaysia,SI3_AGG - MAMTTE - Transport equipment,World,4061,4938,5075,4742,4275,4400
Malaysia,SI3_AGG - MAMTAU - Automotive products,World,1607,1853,1979,1690,1948,2147
Malaysia,SI3_AGG - MATE - Textiles,World,1815,1931,1846,1630,2004,1980
Malaysia,SI3_AGG - MACL - Clothing,World,5078,5813,5729,9901,14538,5783
Maldives,SI3_AGG - TO - Total merchandise,World,318,339,361,286,285,400
Maldives,SI3_AGG - AG - Agricultural products,World,196,178,154,135,144,151
Maldives,SI3_AGG - AGFO - Food,World,196,178,154,135,144,151
Maldives,SI3_AGG - MI - Fuels and mining products,World,3,3,3,1,6,6
Maldives,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Maldives,SI3_AGG - MA - Manufactures,World,0,1,0,0,1,1
Maldives,SI3_AGG - MAIS - Iron and steel,World,0,,,,0,0
Maldives,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Maldives,SI3_AGG - MACHPH - Pharmaceuticals,World,,,,,0,0
Maldives,SI3_AGG - MAMT - Machinery and transport equipment,World,0,1,0,0,0,1
Maldives,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0
Maldives,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,,,,0,0
Maldives,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,,,,,0,0
Maldives,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Maldives,SI3_AGG - MAMTTE - Transport equipment,World,,0,0,0,0,0
Maldives,SI3_AGG - MAMTAU - Automotive products,World,,,,,0,0
Maldives,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Maldives,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Mali,SI3_AGG - TO - Total merchandise,World,2896,3584,3675,4794,4750,5069
Mali,SI3_AGG - AG - Agricultural products,World,399,743,752,530,562,572
Mali,SI3_AGG - AGFO - Food,World,249,260,317,245,227,194
Mali,SI3_AGG - MI - Fuels and mining products,World,7,51,32,70,155,67
Mali,SI3_AGG - MIFU - Fuels,World,0,45,27,47,61,0
Mali,SI3_AGG - MA - Manufactures,World,242,182,201,61,73,125
Mali,SI3_AGG - MAIS - Iron and steel,World,6,3,26,1,0,1
Mali,SI3_AGG - MACH - Chemicals,World,112,89,76,8,7,13
Mali,SI3_AGG - MACHPH - Pharmaceuticals,World,5,11,9,5,2,8
Mali,SI3_AGG - MAMT - Machinery and transport equipment,World,98,56,64,38,49,46
Mali,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,3,12,13,17
Mali,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,1,1,1,1
Mali,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,1,3,6,4,4
Mali,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,4,8,13
Mali,SI3_AGG - MAMTTE - Transport equipment,World,71,20,26,10,17,8
Mali,SI3_AGG - MAMTAU - Automotive products,World,13,17,16,8,3,7
Mali,SI3_AGG - MATE - Textiles,World,3,3,2,1,1,0
Mali,SI3_AGG - MACL - Clothing,World,0,1,0,1,1,2
Malta,SI3_AGG - TO - Total merchandise,World,2858,3192,3178,2837,3064,3253
Malta,SI3_AGG - AG - Agricultural products,World,342,419,331,334,315,418
Malta,SI3_AGG - AGFO - Food,World,336,415,328,331,309,412
Malta,SI3_AGG - MI - Fuels and mining products,World,499,501,438,100,250,199
Malta,SI3_AGG - MIFU - Fuels,World,489,489,430,90,224,160
Malta,SI3_AGG - MA - Manufactures,World,1995,2236,2368,2388,2483,2615
Malta,SI3_AGG - MAIS - Iron and steel,World,27,1,6,0,0,0
Malta,SI3_AGG - MACH - Chemicals,World,383,426,462,529,653,532
Malta,SI3_AGG - MACHPH - Pharmaceuticals,World,332,354,331,423,513,399
Malta,SI3_AGG - MAMT - Machinery and transport equipment,World,1058,1113,1133,1063,994,1304
Malta,SI3_AGG - MAMTOF - Office and telecom equipment,World,540,612,566,577,513,837
Malta,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,17,17,18,16,15,15
Malta,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,7,15,12,21,15,15
Malta,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,515,579,536,539,483,806
Malta,SI3_AGG - MAMTTE - Transport equipment,World,148,141,211,194,139,86
Malta,SI3_AGG - MAMTAU - Automotive products,World,13,4,2,3,7,8
Malta,SI3_AGG - MATE - Textiles,World,37,37,33,37,45,42
Malta,SI3_AGG - MACL - Clothing,World,8,17,27,25,19,19
Marshall Islands,SI3_AGG - TO - Total merchandise,World,40,41,55,44,90,93
Mauritania,SI3_AGG - TO - Total merchandise,World,1989,2052,2266,2829,3267,3204
Mauritania,SI3_AGG - AG - Agricultural products,World,852,1102,1142,823,848,1067
Mauritania,SI3_AGG - AGFO - Food,World,851,1101,1141,823,848,1056
Mauritania,SI3_AGG - MI - Fuels and mining products,World,816,738,1099,1209,2068,1515
Mauritania,SI3_AGG - MIFU - Fuels,World,,,,10,10,24
Mauritania,SI3_AGG - MA - Manufactures,World,9,11,26,58,27,27
Mauritania,SI3_AGG - MAIS - Iron and steel,World,1,0,0,0,1,9
Mauritania,SI3_AGG - MACH - Chemicals,World,8,10,25,33,4,4
Mauritania,SI3_AGG - MACHPH - Pharmaceuticals,World,,0,0,0,0,0
Mauritania,SI3_AGG - MAMT - Machinery and transport equipment,World,,,,19,13,9
Mauritania,SI3_AGG - MAMTOF - Office and telecom equipment,World,,,,1,0,1
Mauritania,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,,,,0,0,1
Mauritania,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,,,,1,0,0
Mauritania,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,,,,,0
Mauritania,SI3_AGG - MAMTTE - Transport equipment,World,,,,5,2,1
Mauritania,SI3_AGG - MAMTAU - Automotive products,World,,,,1,1,0
Mauritania,SI3_AGG - MATE - Textiles,World,0,0,0,0,1,0
Mauritania,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Mauritius,SI3_AGG - TO - Total merchandise,World,2342,2366,2223,1789,1962,2388
Mauritius,SI3_AGG - AG - Agricultural products,World,847,740,704,631,610,705
Mauritius,SI3_AGG - AGFO - Food,World,822,719,681,612,588,683
Mauritius,SI3_AGG - MI - Fuels and mining products,World,41,35,37,37,54,64
Mauritius,SI3_AGG - MIFU - Fuels,World,33,22,18,4,0,1
Mauritius,SI3_AGG - MA - Manufactures,World,1191,1205,1133,871,1007,1102
Mauritius,SI3_AGG - MAIS - Iron and steel,World,4,1,1,2,1,2
Mauritius,SI3_AGG - MACH - Chemicals,World,94,96,86,80,84,106
Mauritius,SI3_AGG - MACHPH - Pharmaceuticals,World,34,35,32,25,35,47
Mauritius,SI3_AGG - MAMT - Machinery and transport equipment,World,105,81,71,63,67,74
Mauritius,SI3_AGG - MAMTOF - Office and telecom equipment,World,40,50,32,19,16,16
Mauritius,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,6,7,10,6,5,6
Mauritius,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,32,41,20,12,10,8
Mauritius,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,2,2,3,2,1,2
Mauritius,SI3_AGG - MAMTTE - Transport equipment,World,30,12,15,13,27,18
Mauritius,SI3_AGG - MAMTAU - Automotive products,World,3,2,2,3,2,2
Mauritius,SI3_AGG - MATE - Textiles,World,111,111,130,117,135,134
Mauritius,SI3_AGG - MACL - Clothing,World,608,620,549,395,415,426
Mexico,SI3_AGG - TO - Total merchandise,World,409433,450713,460604,417171,494765,578193
Mexico,SI3_AGG - AG - Agricultural products,World,33704,35753,38238,39788,47255,52149
Mexico,SI3_AGG - AGFO - Food,World,31656,33629,36148,37813,42452,47448
Mexico,SI3_AGG - MI - Fuels and mining products,World,31682,40032,34752,27913,39880,49810
Mexico,SI3_AGG - MIFU - Fuels,World,22549,29600,24512,16023,27542,37540
Mexico,SI3_AGG - MA - Manufactures,World,329094,358293,368436,330262,378686,444222
Mexico,SI3_AGG - MAIS - Iron and steel,World,3523,4288,3674,3209,5409,6383
Mexico,SI3_AGG - MACH - Chemicals,World,13175,14020,13598,13341,15520,18361
Mexico,SI3_AGG - MACHPH - Pharmaceuticals,World,1328,1538,1450,1379,1805,2190
Mexico,SI3_AGG - MAMT - Machinery and transport equipment,World,251701,276126,286272,253432,286612,337822
Mexico,SI3_AGG - MAMTOF - Office and telecom equipment,World,66720,69676,69747,67570,73470,82535
Mexico,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,25224,31238,34830,34296,37949,46333
Mexico,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,38664,35670,32069,29739,30632,34963
Mexico,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,2833,2768,2848,3535,4889,1239
Mexico,SI3_AGG - MAMTTE - Transport equipment,World,117843,130661,140143,115245,129248,141091
Mexico,SI3_AGG - MAMTAU - Automotive products,World,108052,121781,127857,106456,117669,128996
Mexico,SI3_AGG - MATE - Textiles,World,2535,2664,2732,2858,3289,3545
Mexico,SI3_AGG - MACL - Clothing,World,4087,4233,4247,3557,4663,5560
"Micronesia, Federated States of",SI3_AGG - TO - Total merchandise,World,46,47,49,52,71,69
Middle East,SI3_AGG - TO - Total merchandise,World,939325,1173314,1076052,813584,1161929,1585541
"Moldova, Republic of",SI3_AGG - TO - Total merchandise,World,2425,2706,2779,2467,3144,4335
"Moldova, Republic of",SI3_AGG - AG - Agricultural products,World,1116,1151,1196,1048,1411,1901
"Moldova, Republic of",SI3_AGG - AGFO - Food,World,1105,1139,1186,1039,1399,1888
"Moldova, Republic of",SI3_AGG - MI - Fuels and mining products,World,47,48,37,52,112,670
"Moldova, Republic of",SI3_AGG - MIFU - Fuels,World,18,18,10,14,16,592
"Moldova, Republic of",SI3_AGG - MA - Manufactures,World,1261,1506,1545,1367,1620,1757
"Moldova, Republic of",SI3_AGG - MAIS - Iron and steel,World,3,4,3,1,13,10
"Moldova, Republic of",SI3_AGG - MACH - Chemicals,World,128,130,145,127,152,146
"Moldova, Republic of",SI3_AGG - MACHPH - Pharmaceuticals,World,63,72,98,57,86,46
"Moldova, Republic of",SI3_AGG - MAMT - Machinery and transport equipment,World,431,586,649,549,635,692
"Moldova, Republic of",SI3_AGG - MAMTOF - Office and telecom equipment,World,7,6,7,8,10,15
"Moldova, Republic of",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,1,1,3,2,8
"Moldova, Republic of",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4,4,4,2,2,3
"Moldova, Republic of",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,2,1,1,3,6,4
"Moldova, Republic of",SI3_AGG - MAMTTE - Transport equipment,World,41,21,27,30,63,100
"Moldova, Republic of",SI3_AGG - MAMTAU - Automotive products,World,21,18,19,23,58,90
"Moldova, Republic of",SI3_AGG - MATE - Textiles,World,80,71,62,62,81,93
"Moldova, Republic of",SI3_AGG - MACL - Clothing,World,278,309,277,241,276,296
Mongolia,SI3_AGG - TO - Total merchandise,World,6201,7012,7620,7576,9241,12540
Mongolia,SI3_AGG - AG - Agricultural products,World,449,575,545,367,504,641
Mongolia,SI3_AGG - AGFO - Food,World,144,202,161,123,161,165
Mongolia,SI3_AGG - MI - Fuels and mining products,World,5029,6156,6448,5318,7618,10647
Mongolia,SI3_AGG - MIFU - Fuels,World,2649,3210,3485,2281,3057,6766
Mongolia,SI3_AGG - MA - Manufactures,World,127,135,209,103,114,166
Mongolia,SI3_AGG - MAIS - Iron and steel,World,1,0,0,0,1,0
Mongolia,SI3_AGG - MACH - Chemicals,World,3,1,3,1,1,3
Mongolia,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Mongolia,SI3_AGG - MAMT - Machinery and transport equipment,World,39,51,113,35,43,79
Mongolia,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,2,1,1,1,3
Mongolia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,1,0,0,0,2
Mongolia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,1,0,0,0,1
Mongolia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Mongolia,SI3_AGG - MAMTTE - Transport equipment,World,19,28,85,20,29,57
Mongolia,SI3_AGG - MAMTAU - Automotive products,World,4,3,36,3,2,6
Mongolia,SI3_AGG - MATE - Textiles,World,6,7,6,5,4,4
Mongolia,SI3_AGG - MACL - Clothing,World,40,45,59,43,44,47
Montenegro,SI3_AGG - TO - Total merchandise,World,421,472,465,419,515,742
Montenegro,SI3_AGG - AG - Agricultural products,World,89,89,94,91,114,114
Montenegro,SI3_AGG - AGFO - Food,World,54,55,56,56,70,66
Montenegro,SI3_AGG - MI - Fuels and mining products,World,211,242,228,188,264,447
Montenegro,SI3_AGG - MIFU - Fuels,World,52,97,99,68,96,221
Montenegro,SI3_AGG - MA - Manufactures,World,119,134,137,128,135,172
Montenegro,SI3_AGG - MAIS - Iron and steel,World,20,22,21,15,8,7
Montenegro,SI3_AGG - MACH - Chemicals,World,20,35,32,35,35,44
Montenegro,SI3_AGG - MACHPH - Pharmaceuticals,World,13,25,25,28,27,35
Montenegro,SI3_AGG - MAMT - Machinery and transport equipment,World,47,42,45,43,55,70
Montenegro,SI3_AGG - MAMTOF - Office and telecom equipment,World,4,4,5,5,8,5
Montenegro,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,1,1,1,1,2
Montenegro,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,1,3,4,5,4
Montenegro,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,2,2,2,1,2,0
Montenegro,SI3_AGG - MAMTTE - Transport equipment,World,24,16,18,16,13,27
Montenegro,SI3_AGG - MAMTAU - Automotive products,World,5,10,12,13,10,17
Montenegro,SI3_AGG - MATE - Textiles,World,0,0,0,1,1,2
Montenegro,SI3_AGG - MACL - Clothing,World,1,2,2,2,3,4
Montserrat,SI3_AGG - TO - Total merchandise,World,6,5,6,6,8,7
Montserrat,SI3_AGG - AG - Agricultural products,World,0,0,0,0,0,0
Montserrat,SI3_AGG - AGFO - Food,World,0,0,0,0,0,0
Montserrat,SI3_AGG - MI - Fuels and mining products,World,4,4,5,5,8,6
Montserrat,SI3_AGG - MIFU - Fuels,World,0,0,0,0,1,0
Montserrat,SI3_AGG - MA - Manufactures,World,2,1,1,1,1,0
Montserrat,SI3_AGG - MAIS - Iron and steel,World,0,0,,,,0
Montserrat,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Montserrat,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Montserrat,SI3_AGG - MAMT - Machinery and transport equipment,World,1,1,0,1,1,0
Montserrat,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0
Montserrat,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Montserrat,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
Montserrat,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,,0,0,0,0
Montserrat,SI3_AGG - MAMTTE - Transport equipment,World,0,0,0,0,0,0
Montserrat,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,0
Montserrat,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Montserrat,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Morocco,SI3_AGG - TO - Total merchandise,World,25272,28609,29132,27159,35843,41481
Morocco,SI3_AGG - AG - Agricultural products,World,5534,5974,6394,6439,7403,8022
Morocco,SI3_AGG - AGFO - Food,World,5275,5703,6104,6159,7101,7723
Morocco,SI3_AGG - MI - Fuels and mining products,World,2013,2089,2040,1643,2377,2819
Morocco,SI3_AGG - MIFU - Fuels,World,232,294,443,133,240,375
Morocco,SI3_AGG - MA - Manufactures,World,17663,20508,20635,19031,26023,30612
Morocco,SI3_AGG - MAIS - Iron and steel,World,122,120,75,69,156,92
Morocco,SI3_AGG - MACH - Chemicals,World,4043,5066,4743,4960,8336,10445
Morocco,SI3_AGG - MACHPH - Pharmaceuticals,World,118,132,132,121,150,140
Morocco,SI3_AGG - MAMT - Machinery and transport equipment,World,8459,9814,10394,9365,11784,12641
Morocco,SI3_AGG - MAMTOF - Office and telecom equipment,World,570,627,732,546,722,1007
Morocco,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,39,35,37,33,31,34
Morocco,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,37,57,172,140,204,198
Morocco,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,493,535,523,373,486,776
Morocco,SI3_AGG - MAMTTE - Transport equipment,World,4121,4812,4923,4633,6440,6647
Morocco,SI3_AGG - MAMTAU - Automotive products,World,3378,3881,3908,3608,5179,6500
Morocco,SI3_AGG - MATE - Textiles,World,454,442,420,489,447,509
Morocco,SI3_AGG - MACL - Clothing,World,3163,3362,3208,2542,3349,3554
Mozambique,SI3_AGG - TO - Total merchandise,World,4725,5012,4669,3588,5583,8281
Mozambique,SI3_AGG - AG - Agricultural products,World,578,656,860,629,847,975
Mozambique,SI3_AGG - AGFO - Food,World,510,627,775,590,779,909
Mozambique,SI3_AGG - MI - Fuels and mining products,World,3865,3873,3366,2602,3863,6738
Mozambique,SI3_AGG - MIFU - Fuels,World,2426,2419,2001,1259,2201,4209
Mozambique,SI3_AGG - MA - Manufactures,World,272,482,442,220,396,541
Mozambique,SI3_AGG - MAIS - Iron and steel,World,1,12,18,24,40,67
Mozambique,SI3_AGG - MACH - Chemicals,World,11,45,48,42,79,112
Mozambique,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,4,0,0
Mozambique,SI3_AGG - MAMT - Machinery and transport equipment,World,78,112,44,32,51,60
Mozambique,SI3_AGG - MAMTOF - Office and telecom equipment,World,2,24,1,1,1,3
Mozambique,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,1,1
Mozambique,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,24,1,1,0,1
Mozambique,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Mozambique,SI3_AGG - MAMTTE - Transport equipment,World,50,31,15,12,20,22
Mozambique,SI3_AGG - MAMTAU - Automotive products,World,13,8,8,6,12,8
Mozambique,SI3_AGG - MATE - Textiles,World,6,6,6,8,11,14
Mozambique,SI3_AGG - MACL - Clothing,World,2,5,6,5,3,3
Myanmar,SI3_AGG - TO - Total merchandise,World,13879,16614,17997,16692,15154,17085
Myanmar,SI3_AGG - AG - Agricultural products,World,4781,4929,4732,5309,5438,5166
Myanmar,SI3_AGG - AGFO - Food,World,4447,4614,4347,4831,4856,4568
Myanmar,SI3_AGG - MI - Fuels and mining products,World,4259,4544,5406,4524,3686,4228
Myanmar,SI3_AGG - MIFU - Fuels,World,3701,3615,4470,3441,3216,4014
Myanmar,SI3_AGG - MA - Manufactures,World,4744,7139,7858,6858,6028,7691
Myanmar,SI3_AGG - MAIS - Iron and steel,World,353,257,224,331,308,145
Myanmar,SI3_AGG - MACH - Chemicals,World,62,55,56,20,19,21
Myanmar,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Myanmar,SI3_AGG - MAMT - Machinery and transport equipment,World,742,705,557,898,453,482
Myanmar,SI3_AGG - MAMTOF - Office and telecom equipment,World,30,111,120,105,148,154
Myanmar,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,2,26,16,9,70,76
Myanmar,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,26,82,101,84,74,78
Myanmar,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,3,3,12,3,0
Myanmar,SI3_AGG - MAMTTE - Transport equipment,World,514,390,202,65,174,136
Myanmar,SI3_AGG - MAMTAU - Automotive products,World,6,14,19,7,24,7
Myanmar,SI3_AGG - MATE - Textiles,World,61,110,51,62,55,51
Myanmar,SI3_AGG - MACL - Clothing,World,2435,4252,5059,4631,3914,5620
Namibia,SI3_AGG - TO - Total merchandise,World,5229,7488,6256,5600,7264,6339
Namibia,SI3_AGG - AG - Agricultural products,World,1204,1334,1194,962,1239,1356
Namibia,SI3_AGG - AGFO - Food,World,1167,1286,1137,898,1161,1263
Namibia,SI3_AGG - MI - Fuels and mining products,World,1426,2734,2629,2658,3195,1983
Namibia,SI3_AGG - MIFU - Fuels,World,80,43,43,72,160,437
Namibia,SI3_AGG - MA - Manufactures,World,2161,3074,2127,1582,2380,2552
Namibia,SI3_AGG - MAIS - Iron and steel,World,2,20,40,37,36,60
Namibia,SI3_AGG - MACH - Chemicals,World,67,109,105,158,210,300
Namibia,SI3_AGG - MACHPH - Pharmaceuticals,World,2,1,1,1,2,2
Namibia,SI3_AGG - MAMT - Machinery and transport equipment,World,421,1147,455,245,734,247
Namibia,SI3_AGG - MAMTOF - Office and telecom equipment,World,19,22,23,18,21,38
Namibia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,6,5,10,4,7,7
Namibia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,10,13,8,8,5,5
Namibia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,3,4,5,6,10,26
Namibia,SI3_AGG - MAMTTE - Transport equipment,World,316,1027,327,144,613,78
Namibia,SI3_AGG - MAMTAU - Automotive products,World,92,109,78,65,81,61
Namibia,SI3_AGG - MATE - Textiles,World,4,4,3,3,5,3
Namibia,SI3_AGG - MACL - Clothing,World,1,1,1,1,2,2
Nauru,SI3_AGG - TO - Total merchandise,World,15,9,14,12,31,43
Nepal,SI3_AGG - TO - Total merchandise,World,742,786,968,856,1684,1296
Nepal,SI3_AGG - AG - Agricultural products,World,222,245,453,459,1134,663
Nepal,SI3_AGG - AGFO - Food,World,194,212,435,443,1118,642
