Indicator,  Merchandise exports by product group – annual (Million US dollar),,,,,,,
,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2017,2018,2019,2020,2021,2022
Spain,SI3_AGG - MAMTOF - Office and telecom equipment,World,4031,4211,4382,4640,5302,5130
Spain,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1470,1473,1471,1551,1798,1613
Spain,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2147,2249,2454,2530,2911,2867
Spain,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,414,489,457,559,594,650
Spain,SI3_AGG - MAMTTE - Transport equipment,World,68508,71179,68903,60442,64351,64736
Spain,SI3_AGG - MAMTAU - Automotive products,World,57397,60381,56822,51360,53926,53136
Spain,SI3_AGG - MATE - Textiles,World,4525,4722,4483,4014,4983,4884
Spain,SI3_AGG - MACL - Clothing,World,14359,14907,15155,12403,15749,16660
Sri Lanka,SI3_AGG - TO - Total merchandise,World,11360,11890,11940,10047,12499,13107
Sri Lanka,SI3_AGG - AG - Agricultural products,World,3281,3215,3087,2968,3526,3342
Sri Lanka,SI3_AGG - AGFO - Food,World,2981,2915,2789,2630,3144,2960
Sri Lanka,SI3_AGG - MI - Fuels and mining products,World,384,473,424,327,320,371
Sri Lanka,SI3_AGG - MIFU - Fuels,World,295,374,337,272,236,284
Sri Lanka,SI3_AGG - MA - Manufactures,World,7695,7971,8265,6628,8520,9126
Sri Lanka,SI3_AGG - MAIS - Iron and steel,World,5,8,14,6,9,7
Sri Lanka,SI3_AGG - MACH - Chemicals,World,203,212,222,222,289,270
Sri Lanka,SI3_AGG - MACHPH - Pharmaceuticals,World,9,4,7,6,7,7
Sri Lanka,SI3_AGG - MAMT - Machinery and transport equipment,World,894,541,532,397,702,696
Sri Lanka,SI3_AGG - MAMTOF - Office and telecom equipment,World,62,19,16,11,10,9
Sri Lanka,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,14,2,1,1,0,0
Sri Lanka,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,34,4,3,3,1,2
Sri Lanka,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,13,13,12,8,8,6
Sri Lanka,SI3_AGG - MAMTTE - Transport equipment,World,421,115,140,66,141,122
Sri Lanka,SI3_AGG - MAMTAU - Automotive products,World,27,20,17,16,20,26
Sri Lanka,SI3_AGG - MATE - Textiles,World,309,331,365,425,461,450
Sri Lanka,SI3_AGG - MACL - Clothing,World,4988,5202,5469,4347,5385,5864
Sudan,SI3_AGG - TO - Total merchandise,World,4100,3478,3735,3803,5027,4357
Sudan,SI3_AGG - AG - Agricultural products,World,2050,2078,2025,1887,2089,2892
Sudan,SI3_AGG - AGFO - Food,World,1794,1802,1744,1615,1802,2211
Sudan,SI3_AGG - MI - Fuels and mining products,World,584,534,410,175,242,432
Sudan,SI3_AGG - MIFU - Fuels,World,549,509,391,160,201,402
Sudan,SI3_AGG - MA - Manufactures,World,91,91,125,151,380,147
Sudan,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
Sudan,SI3_AGG - MACH - Chemicals,World,18,15,10,21,29,16
Sudan,SI3_AGG - MACHPH - Pharmaceuticals,World,1,1,1,1,1,0
Sudan,SI3_AGG - MAMT - Machinery and transport equipment,World,,56,114,130,177,18
Sudan,SI3_AGG - MAMTOF - Office and telecom equipment,World,,0,0,3,6,1
Sudan,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,,0,0,0,0,0
Sudan,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,,0,0,0,0,0
Sudan,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,0,0,3,6,1
Sudan,SI3_AGG - MAMTTE - Transport equipment,World,,48,113,126,151,4
Sudan,SI3_AGG - MAMTAU - Automotive products,World,,13,52,9,18,1
Sudan,SI3_AGG - MATE - Textiles,World,1,0,0,0,0,0
Sudan,SI3_AGG - MACL - Clothing,World,0,1,0,0,1,0
Suriname,SI3_AGG - TO - Total merchandise,World,1992,2180,2155,2193,2291,2579
Suriname,SI3_AGG - AG - Agricultural products,World,133,362,325,245,225,224
Suriname,SI3_AGG - AGFO - Food,World,74,153,156,157,153,138
Suriname,SI3_AGG - MI - Fuels and mining products,World,146,7,7,5,91,213
Suriname,SI3_AGG - MIFU - Fuels,World,140,0,0,0,74,198
Suriname,SI3_AGG - MA - Manufactures,World,46,27,26,113,118,258
Suriname,SI3_AGG - MAIS - Iron and steel,World,0,,,0,1,6
Suriname,SI3_AGG - MACH - Chemicals,World,7,1,1,5,9,13
Suriname,SI3_AGG - MACHPH - Pharmaceuticals,World,0,,,,0,0
Suriname,SI3_AGG - MAMT - Machinery and transport equipment,World,23,16,11,97,93,188
Suriname,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,0,1,1,2,2
Suriname,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,,0,0,0,0
Suriname,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,0,1,0,2,2
Suriname,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,,,,0,0
Suriname,SI3_AGG - MAMTTE - Transport equipment,World,7,1,5,8,26,40
Suriname,SI3_AGG - MAMTAU - Automotive products,World,1,0,1,0,2,13
Suriname,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Suriname,SI3_AGG - MACL - Clothing,World,1,1,1,0,0,0
Sweden,SI3_AGG - TO - Total merchandise,World,152920,165968,160576,155496,189524,197841
Sweden,SI3_AGG - AG - Agricultural products,World,15640,17097,16451,16969,21142,21526
Sweden,SI3_AGG - AGFO - Food,World,9855,10547,10272,10649,12067,12842
Sweden,SI3_AGG - MI - Fuels and mining products,World,17814,20809,18004,15303,25329,32440
Sweden,SI3_AGG - MIFU - Fuels,World,10638,13230,10974,7544,13941,21559
Sweden,SI3_AGG - MA - Manufactures,World,117139,125856,124045,120897,140672,141674
Sweden,SI3_AGG - MAIS - Iron and steel,World,6996,7544,7401,6073,8358,9199
Sweden,SI3_AGG - MACH - Chemicals,World,19130,20341,21739,23052,25928,28355
Sweden,SI3_AGG - MACHPH - Pharmaceuticals,World,8535,9432,11103,12447,11677,13766
Sweden,SI3_AGG - MAMT - Machinery and transport equipment,World,61833,67610,65031,61455,71596,69522
Sweden,SI3_AGG - MAMTOF - Office and telecom equipment,World,9240,9437,9644,9816,10804,10202
Sweden,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,2263,2509,2365,2305,2697,2526
Sweden,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,6673,6601,6922,7134,7548,6975
Sweden,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,304,327,358,377,559,701
Sweden,SI3_AGG - MAMTTE - Transport equipment,World,25759,29157,28331,24575,28861,28331
Sweden,SI3_AGG - MAMTAU - Automotive products,World,23234,26459,25267,22129,25952,25380
Sweden,SI3_AGG - MATE - Textiles,World,932,907,893,949,1099,1017
Sweden,SI3_AGG - MACL - Clothing,World,1949,2053,2383,2698,3235,3280
Switzerland,SI3_AGG - TO - Total merchandise,World,299603,310749,313934,319318,380194,401731
Switzerland,SI3_AGG - AG - Agricultural products,World,9517,9953,9838,10032,11303,10972
Switzerland,SI3_AGG - AGFO - Food,World,9071,9464,9396,9574,10724,10389
Switzerland,SI3_AGG - MI - Fuels and mining products,World,6975,8186,8471,8301,12543,17537
Switzerland,SI3_AGG - MIFU - Fuels,World,2069,2908,2550,1944,4277,9851
Switzerland,SI3_AGG - MA - Manufactures,World,212443,225697,230792,226875,267609,269573
Switzerland,SI3_AGG - MAIS - Iron and steel,World,1697,1872,1460,1216,1846,2089
Switzerland,SI3_AGG - MACH - Chemicals,World,100121,106767,115430,125018,144390,142176
Switzerland,SI3_AGG - MACHPH - Pharmaceuticals,World,71712,76867,84892,90210,102867,99327
Switzerland,SI3_AGG - MAMT - Machinery and transport equipment,World,41845,43237,41567,38520,43981,44147
Switzerland,SI3_AGG - MAMTOF - Office and telecom equipment,World,3434,3605,3568,3446,3799,3864
Switzerland,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1133,1213,1260,1223,1317,1168
Switzerland,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1095,924,904,885,896,1947
Switzerland,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1206,1468,1404,1337,1587,748
Switzerland,SI3_AGG - MAMTTE - Transport equipment,World,6009,5810,6239,5378,6353,6061
Switzerland,SI3_AGG - MAMTAU - Automotive products,World,2243,2408,2219,1994,2342,2164
Switzerland,SI3_AGG - MATE - Textiles,World,1197,1226,1120,1104,1106,1106
Switzerland,SI3_AGG - MACL - Clothing,World,2063,2563,2676,2812,3118,2954
Syrian Arab Republic,SI3_AGG - TO - Total merchandise,World,2555,2819,2730,4099,4012,4514
Chinese Taipei,SI3_AGG - TO - Total merchandise,World,317249,335909,330622,347193,447693,477778
Chinese Taipei,SI3_AGG - AG - Agricultural products,World,7157,7833,7547,6937,8485,7298
Chinese Taipei,SI3_AGG - AGFO - Food,World,4551,4994,5061,4674,5405,4858
Chinese Taipei,SI3_AGG - MI - Fuels and mining products,World,18163,21655,19820,13179,21104,27567
Chinese Taipei,SI3_AGG - MIFU - Fuels,World,10935,13817,12930,6265,10253,17546
Chinese Taipei,SI3_AGG - MA - Manufactures,World,290083,303939,299437,322893,414969,439958
Chinese Taipei,SI3_AGG - MAIS - Iron and steel,World,10792,11696,9782,8269,13783,13521
Chinese Taipei,SI3_AGG - MACH - Chemicals,World,35773,40477,34444,31046,45056,41480
Chinese Taipei,SI3_AGG - MACHPH - Pharmaceuticals,World,594,605,669,715,785,942
Chinese Taipei,SI3_AGG - MAMT - Machinery and transport equipment,World,188555,195828,201048,230143,291407,325548
Chinese Taipei,SI3_AGG - MAMTOF - Office and telecom equipment,World,134703,138237,148757,178234,224845,255383
Chinese Taipei,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,20988,22359,27291,30919,39747,42998
Chinese Taipei,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,8512,7057,8650,10037,12067,13947
Chinese Taipei,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,105203,108821,112816,137278,173030,198437
Chinese Taipei,SI3_AGG - MAMTTE - Transport equipment,World,12690,13115,13127,12755,16831,18692
Chinese Taipei,SI3_AGG - MAMTAU - Automotive products,World,6533,6426,6335,5937,7638,8510
Chinese Taipei,SI3_AGG - MATE - Textiles,World,9236,9218,8507,7051,8555,8329
Chinese Taipei,SI3_AGG - MACL - Clothing,World,742,692,673,628,751,689
Tajikistan,SI3_AGG - TO - Total merchandise,World,1198,1073,1174,1407,2150,2142
Tajikistan,SI3_AGG - AG - Agricultural products,World,156,193,175,172,252,271
Tajikistan,SI3_AGG - AGFO - Food,World,23,21,25,29,45,66
Tajikistan,SI3_AGG - MI - Fuels and mining products,World,664,710,543,397,693,1158
Tajikistan,SI3_AGG - MIFU - Fuels,World,52,79,36,56,96,117
Tajikistan,SI3_AGG - MA - Manufactures,World,163,164,174,148,180,186
Tajikistan,SI3_AGG - MAIS - Iron and steel,World,4,6,8,4,16,9
Tajikistan,SI3_AGG - MACH - Chemicals,World,3,8,9,6,13,17
Tajikistan,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Tajikistan,SI3_AGG - MAMT - Machinery and transport equipment,World,41,21,23,10,19,18
Tajikistan,SI3_AGG - MAMTOF - Office and telecom equipment,World,3,0,1,1,3,3
Tajikistan,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,0,0,0,0,0
Tajikistan,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,0,1,0,3,2
Tajikistan,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,,,0
Tajikistan,SI3_AGG - MAMTTE - Transport equipment,World,26,9,16,5,9,10
Tajikistan,SI3_AGG - MAMTAU - Automotive products,World,10,9,10,4,6,7
Tajikistan,SI3_AGG - MATE - Textiles,World,38,39,42,41,54,59
Tajikistan,SI3_AGG - MACL - Clothing,World,20,20,17,18,20,23
Tanzania,SI3_AGG - TO - Total merchandise,World,4113,4041,5005,6061,6391,6825
Tanzania,SI3_AGG - AG - Agricultural products,World,1827,849,1733,1865,2189,2192
Tanzania,SI3_AGG - AGFO - Food,World,1670,804,1508,1666,1972,1945
Tanzania,SI3_AGG - MI - Fuels and mining products,World,146,82,163,496,315,623
Tanzania,SI3_AGG - MIFU - Fuels,World,47,33,106,66,66,256
Tanzania,SI3_AGG - MA - Manufactures,World,663,2702,892,756,953,1096
Tanzania,SI3_AGG - MAIS - Iron and steel,World,25,90,66,58,77,98
Tanzania,SI3_AGG - MACH - Chemicals,World,152,273,175,214,255,272
Tanzania,SI3_AGG - MACHPH - Pharmaceuticals,World,1,56,4,8,3,2
Tanzania,SI3_AGG - MAMT - Machinery and transport equipment,World,37,797,131,86,92,100
Tanzania,SI3_AGG - MAMTOF - Office and telecom equipment,World,3,96,5,5,5,9
Tanzania,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,28,2,2,2,6
Tanzania,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,63,2,2,1,3
Tanzania,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,5,1,1,2,1
Tanzania,SI3_AGG - MAMTTE - Transport equipment,World,12,178,66,43,44,41
Tanzania,SI3_AGG - MAMTAU - Automotive products,World,5,111,42,27,35,29
Tanzania,SI3_AGG - MATE - Textiles,World,120,19,103,85,115,131
Tanzania,SI3_AGG - MACL - Clothing,World,60,4,31,15,20,32
Thailand,SI3_AGG - TO - Total merchandise,World,236635,252957,246269,231634,272006,287068
Thailand,SI3_AGG - AG - Agricultural products,World,43748,44224,42982,41760,47389,52478
Thailand,SI3_AGG - AGFO - Food,World,32117,34024,33983,33362,36278,40815
Thailand,SI3_AGG - MI - Fuels and mining products,World,11772,14728,12235,10487,16477,18548
Thailand,SI3_AGG - MIFU - Fuels,World,8263,10658,8491,6185,9633,11019
Thailand,SI3_AGG - MA - Manufactures,World,175260,189025,168590,164406,198895,205797
Thailand,SI3_AGG - MAIS - Iron and steel,World,1828,2129,1601,1398,2366,2550
Thailand,SI3_AGG - MACH - Chemicals,World,22030,26538,24180,21496,28417,28152
Thailand,SI3_AGG - MACHPH - Pharmaceuticals,World,579,637,675,631,652,652
Thailand,SI3_AGG - MAMT - Machinery and transport equipment,World,105827,111617,96235,98723,118060,123914
Thailand,SI3_AGG - MAMTOF - Office and telecom equipment,World,38468,39664,33858,37316,42777,45531
Thailand,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,19479,20478,17634,19433,22191,19609
Thailand,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,7569,7869,6505,7238,8432,20853
Thailand,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,11420,11316,9718,10645,12155,5068
Thailand,SI3_AGG - MAMTTE - Transport equipment,World,36551,39205,33321,30637,38565,39792
Thailand,SI3_AGG - MAMTAU - Automotive products,World,28836,30900,26324,22348,30715,30189
Thailand,SI3_AGG - MATE - Textiles,World,3592,3727,3558,2988,3310,3459
Thailand,SI3_AGG - MACL - Clothing,World,3567,3830,3885,4628,5441,4093
Timor-Leste,SI3_AGG - TO - Total merchandise,World,23,45,154,264,616,473
Timor-Leste,SI3_AGG - AG - Agricultural products,World,21,23,23,16,31,129
Timor-Leste,SI3_AGG - AGFO - Food,World,15,21,23,16,31,128
Timor-Leste,SI3_AGG - MI - Fuels and mining products,World,1,20,118,234,427,324
Timor-Leste,SI3_AGG - MIFU - Fuels,World,0,20,118,234,427,324
Timor-Leste,SI3_AGG - MA - Manufactures,World,2,0,1,0,0,19
Timor-Leste,SI3_AGG - MAIS - Iron and steel,World,0,,0,0,0,0
Timor-Leste,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Timor-Leste,SI3_AGG - MACHPH - Pharmaceuticals,World,0,,0,0,0,0
Timor-Leste,SI3_AGG - MAMT - Machinery and transport equipment,World,1,,0,0,0,13
Timor-Leste,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,,0,0,0,1
Timor-Leste,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,,0,0,0,0
Timor-Leste,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,,0,0,0,0
Timor-Leste,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,,0,0,0,0
Timor-Leste,SI3_AGG - MAMTTE - Transport equipment,World,1,,0,0,0,1
Timor-Leste,SI3_AGG - MAMTAU - Automotive products,World,0,,0,0,0,0
Timor-Leste,SI3_AGG - MATE - Textiles,World,0,,0,0,0,0
Timor-Leste,SI3_AGG - MACL - Clothing,World,0,,0,0,0,0
Togo,SI3_AGG - TO - Total merchandise,World,1016,1080,1055,1207,1332,1443
Togo,SI3_AGG - AG - Agricultural products,World,253,259,289,313,328,393
Togo,SI3_AGG - AGFO - Food,World,171,161,182,241,254,335
Togo,SI3_AGG - MI - Fuels and mining products,World,147,261,241,154,211,425
Togo,SI3_AGG - MIFU - Fuels,World,72,169,173,60,73,120
Togo,SI3_AGG - MA - Manufactures,World,432,485,481,507,540,528
Togo,SI3_AGG - MAIS - Iron and steel,World,16,22,16,13,18,11
Togo,SI3_AGG - MACH - Chemicals,World,78,90,101,113,100,113
Togo,SI3_AGG - MACHPH - Pharmaceuticals,World,1,1,2,4,3,4
Togo,SI3_AGG - MAMT - Machinery and transport equipment,World,81,89,89,100,126,97
Togo,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,1,1,1,2
Togo,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Togo,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,0,1,0,0,1
Togo,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,1
Togo,SI3_AGG - MAMTTE - Transport equipment,World,62,75,71,87,108,78
Togo,SI3_AGG - MAMTAU - Automotive products,World,13,11,17,7,9,9
Togo,SI3_AGG - MATE - Textiles,World,45,39,35,28,33,34
Togo,SI3_AGG - MACL - Clothing,World,1,2,4,1,2,1
Tokelau,SI3_AGG - TO - Total merchandise,World,0,0,0,0,0,0
Tonga,SI3_AGG - TO - Total merchandise,World,19,13,20,15,16,14
Tonga,SI3_AGG - AG - Agricultural products,World,15,10,15,12,11,10
Tonga,SI3_AGG - AGFO - Food,World,14,9,13,10,9,7
Tonga,SI3_AGG - MI - Fuels and mining products,World,0,0,0,1,3,2
Tonga,SI3_AGG - MIFU - Fuels,World,0,0,0,0,3,0
Tonga,SI3_AGG - MA - Manufactures,World,2,3,3,2,1,3
Tonga,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
Tonga,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Tonga,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Tonga,SI3_AGG - MAMT - Machinery and transport equipment,World,1,2,1,1,1,1
Tonga,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0
Tonga,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Tonga,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
Tonga,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Tonga,SI3_AGG - MAMTTE - Transport equipment,World,0,1,0,0,0,1
Tonga,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,1
Tonga,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Tonga,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Trinidad and Tobago,SI3_AGG - TO - Total merchandise,World,8741,10532,7192,5519,8620,13286
Trinidad and Tobago,SI3_AGG - AG - Agricultural products,World,375,395,423,396,432,495
Trinidad and Tobago,SI3_AGG - AGFO - Food,World,373,392,421,394,430,493
Trinidad and Tobago,SI3_AGG - MI - Fuels and mining products,World,4160,5049,3036,2046,2418,3376
Trinidad and Tobago,SI3_AGG - MIFU - Fuels,World,4124,4990,2960,1920,2349,3323
Trinidad and Tobago,SI3_AGG - MA - Manufactures,World,4200,5071,3678,3028,5713,7603
Trinidad and Tobago,SI3_AGG - MAIS - Iron and steel,World,701,613,627,460,836,861
Trinidad and Tobago,SI3_AGG - MACH - Chemicals,World,2702,2989,2441,1954,4152,6500
Trinidad and Tobago,SI3_AGG - MACHPH - Pharmaceuticals,World,2,2,3,4,3,1
Trinidad and Tobago,SI3_AGG - MAMT - Machinery and transport equipment,World,561,1238,354,376,475,33
Trinidad and Tobago,SI3_AGG - MAMTOF - Office and telecom equipment,World,9,9,7,8,5,0
Trinidad and Tobago,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,2,2,2,2,2,0
Trinidad and Tobago,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,6,6,5,6,3,0
Trinidad and Tobago,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,1,0
Trinidad and Tobago,SI3_AGG - MAMTTE - Transport equipment,World,379,1065,112,147,323,3
Trinidad and Tobago,SI3_AGG - MAMTAU - Automotive products,World,4,4,6,4,6,2
Trinidad and Tobago,SI3_AGG - MATE - Textiles,World,6,7,6,5,5,1
Trinidad and Tobago,SI3_AGG - MACL - Clothing,World,3,4,4,2,3,2
Tunisia,SI3_AGG - TO - Total merchandise,World,14204,15535,14933,13799,16689,18561
Tunisia,SI3_AGG - AG - Agricultural products,World,1580,2099,1649,1933,1871,2239
Tunisia,SI3_AGG - AGFO - Food,World,1501,2028,1592,1882,1806,2186
Tunisia,SI3_AGG - MI - Fuels and mining products,World,1105,1168,1087,1040,1433,1818
Tunisia,SI3_AGG - MIFU - Fuels,World,846,883,825,786,1094,1489
Tunisia,SI3_AGG - MA - Manufactures,World,11514,12254,12196,10825,13384,14485
Tunisia,SI3_AGG - MAIS - Iron and steel,World,64,115,158,147,332,300
Tunisia,SI3_AGG - MACH - Chemicals,World,1039,1051,1113,904,1391,1759
Tunisia,SI3_AGG - MACHPH - Pharmaceuticals,World,53,73,76,74,100,107
Tunisia,SI3_AGG - MAMT - Machinery and transport equipment,World,5467,5548,5581,4978,5931,6162
Tunisia,SI3_AGG - MAMTOF - Office and telecom equipment,World,799,679,675,669,752,876
Tunisia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,40,34,22,20,25,29
Tunisia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,643,459,458,487,485,584
Tunisia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,117,186,194,163,242,263
Tunisia,SI3_AGG - MAMTTE - Transport equipment,World,1075,1189,1232,1031,1084,1094
Tunisia,SI3_AGG - MAMTAU - Automotive products,World,507,544,508,454,448,444
